symbol,sharpe,drawdown,trades,win_rate,expectancy
ICICIBANK,0.0035321276824434975,0.0031676560323161455,7,71.42857142857143,1.0552342857142987
INFY,0.008810156651038592,0.0068720206472837,7,85.71428571428571,3.8272257142857073
RELIANCE,-0.0003205067694989677,0.006975570249811622,17,64.70588235294117,-0.04042823529410988
