dt_in,dt_out,price_in,price_out,size,side,pnl,pnl_comm,barlen,tradeid,atr_entry,atr_pct,mae_abs,mae_pct,mfe_abs,mfe_pct,ret_pct,symbol,period_label,fast,mid1,mid2,mid3
2025-02-18 13:00:00,2025-02-18 13:35:00,1222.45,1222.15,389.45493340218735,BUY,-116.83648002063849,-307.24878605963596,35,38,0.8419498347272176,0.0006887396905617552,2.4500000000000455,5.146094651478814e-06,2.2000000000000455,4.6209829523483324e-06,-0.0006453597284142129,RELIANCE,Feb-2025,220,440,800,1600
2025-02-18 13:36:00,2025-02-18 14:45:00,1222.9,1228.6,-389.072938908126,SELL,-2217.7157517762475,-2408.4782137229017,69,39,0.900653888208718,0.0007364902185041442,6.0,1.2610412118664642e-05,2.650000000000091,5.569598685743742e-06,-0.005061983808978508,RELIANCE,Feb-2025,220,440,800,1600
2025-02-18 14:46:00,2025-02-19 09:22:00,1228.5,1220.95,385.43690898470527,BUY,-2910.0486628345075,-3098.8703501770246,51,40,1.06043887330678,0.0008631981060698249,10.950000000000045,2.3125208576386346e-05,0.0,0.0,-0.006544477004476967,RELIANCE,Feb-2025,220,440,800,1600
2025-02-19 09:30:00,2025-02-19 10:21:00,1224.5,1231.55,-384.2918055165719,SELL,-2709.2572288918145,-2898.0252066796097,51,41,1.4061342764653433,0.0011483334230015054,7.25,1.5407000379588884e-05,0.75,1.5938276254747122e-06,-0.006158603511637366,RELIANCE,Feb-2025,220,440,800,1600
2025-02-19 10:22:00,2025-02-19 12:52:00,1230.85,1226.75,380.0724636703876,BUY,-1558.2971010485546,-1745.1103183918235,150,42,1.1375204816813882,0.0009241747423986581,5.25,1.1222452280646522e-05,1.900000000000091,4.061458920615126e-06,-0.0037303651947840186,RELIANCE,Feb-2025,220,440,800,1600
2025-02-19 12:53:00,2025-02-20 09:44:00,1227.4,1234.8,-379.79007422700363,SELL,-2810.446549279775,-2997.4703734321206,186,43,0.6858106439183097,0.0005587507283023543,9.949999999999818,2.134486200807883e-05,5.400000000000091,1.1584146215440174e-05,-0.006430210200423548,RELIANCE,Feb-2025,220,440,800,1600
2025-02-20 09:45:00,2025-02-20 13:30:00,1234.9,1234.3,375.17753684627405,BUY,-225.1065221078156,-410.3841969039796,225,44,1.3334706571110733,0.0010798207604754014,4.7000000000000455,1.014446713520524e-05,4.449999999999818,9.604867819502349e-06,-0.0008857721272978674,RELIANCE,Feb-2025,220,440,800,1600
2025-02-20 13:31:00,2025-02-21 10:07:00,1234.0,1239.8,-375.13523117050653,SELL,-2175.784340788921,-2361.386247762841,171,45,0.5575822699407894,0.00045184948941717133,6.0,1.2961290289045889e-05,7.2999999999999545,1.5769569851672398e-05,-0.005101102106969169,RELIANCE,Feb-2025,220,440,800,1600
2025-02-21 11:41:00,2025-02-25 09:28:00,1235.25,1217.25,-372.9395331544468,SELL,6712.911596780043,6529.984755767787,617,46,0.5829587568314109,0.0004719358484771592,1.900000000000091,4.124395606493741e-06,24.75,5.3725679610902735e-05,0.014174863387978144,RELIANCE,Feb-2025,220,440,800,1600
2025-02-25 09:41:00,2025-02-25 11:34:00,1219.05,1208.35,382.9843270144866,BUY,-4097.9322990550245,-4283.863530134017,113,47,1.1595160996204912,0.0009511636927283469,11.549999999999955,2.4738847523599284e-05,1.400000000000091,2.9986481846789078e-06,-0.009175571141462653,RELIANCE,Feb-2025,220,440,800,1600
2025-02-25 11:35:00,2025-02-25 13:08:00,1208.0,1210.7,-383.1186866667074,SELL,-1034.4204540001274,-1219.7502874882805,93,48,0.7672294712184563,0.0006351237344523645,4.349999999999909,9.399158805887322e-06,1.0,2.1607261622729925e-06,-0.002635546357615932,RELIANCE,Feb-2025,220,440,800,1600
2025-02-25 14:58:00,2025-02-25 15:26:00,1207.3,1202.0,382.38102436864784,BUY,-2026.619429153816,-2210.8735495560927,28,49,0.5424042851373756,0.000449270508686636,5.75,1.245536077976883e-05,0.20000000000004547,4.3322994016597083e-07,-0.004789083077942478,RELIANCE,Feb-2025,220,440,800,1600
2025-02-25 15:27:00,2025-02-27 11:06:00,1202.45,1205.5,-382.17662343398086,SELL,-1165.6387014736242,-1349.6911415531952,114,50,0.9661049877574522,0.0008034471185974072,12.549999999999955,2.7309426502121525e-05,1.4500000000000455,3.1552723847073783e-06,-0.00293699530125989,RELIANCE,Feb-2025,220,440,800,1600
2025-02-27 11:25:00,2025-02-27 12:34:00,1204.5,1202.6,380.46166397983797,BUY,-722.8771615617268,-906.0390158349004,69,51,0.5830659899637229,0.0004840730510284126,3.849999999999909,8.40123285623011e-06,0.2999999999999545,6.546415212646002e-07,-0.001977102532171101,RELIANCE,Feb-2025,220,440,800,1600
2025-02-27 12:24:00,2025-02-27 12:34:00,1202.45,1202.6,395.0268202420059,BUY,59.25402303624699,-130.75782776836027,10,52,0.6699098725265302,0.0005571207721955426,0.4500000000000455,9.473684210527273e-07,0.5,1.0526315789473683e-06,-0.00027527963740707424,RELIANCE,Mar-2025,220,440,800,1600
2025-02-27 12:47:00,2025-02-28 15:15:00,1204.45,1201.45,394.2677405152725,BUY,-1182.8032215458175,-1372.5169729269562,523,53,0.5949280849444821,0.0004939417036360846,4.400000000000091,9.26558098922336e-06,12.899999999999864,2.7164998809313092e-05,-0.0028902652663041215,RELIANCE,Mar-2025,220,440,800,1600
2025-02-28 15:16:00,2025-03-03 14:42:00,1200.4,1171.8,-394.51173687049265,SELL,11283.035674496145,11095.863526055307,341,54,1.1453306476144478,0.0009541241649570541,6.0499999999999545,1.2775251532666266e-05,44.40000000000009,9.375556496700622e-05,0.023430156614461958,RELIANCE,Mar-2025,220,440,800,1600
2025-03-03 15:26:00,2025-03-07 15:05:00,1172.0,1251.15,413.06566492243337,BUY,32694.14737861064,32493.96336541928,1479,55,0.7754307595462229,0.0006616303409097465,15.0,3.098450415792863e-05,82.79999999999995,0.00017103446295176593,0.06712062286689427,RELIANCE,Mar-2025,220,440,800,1600
2025-03-07 15:16:00,2025-03-11 15:08:00,1249.45,1247.45,-412.16713312756826,SELL,824.3342662551365,618.5062433138914,742,56,0.712996568946354,0.000570648340426871,8.549999999999955,1.6602514792679806e-05,19.700000000000045,3.825374753401107e-05,0.0012010244507583336,RELIANCE,Mar-2025,220,440,800,1600
2025-03-12 09:17:00,2025-03-12 12:17:00,1257.7,1246.6,409.9306713980984,BUY,-4550.230452518948,-4755.5483285954,180,57,2.0644225787079042,0.001641426873426019,13.700000000000045,2.6572541401855323e-05,3.099999999999909,6.012764842755388e-06,-0.009223868967162388,RELIANCE,Mar-2025,220,440,800,1600
2025-03-12 12:36:00,2025-03-12 13:19:00,1250.1,1251.65,-408.808922890347,SELL,-633.6538304801122,-838.2013750482973,43,58,0.6989000228835864,0.0005590752922834865,2.3500000000001364,4.59835758657198e-06,3.449999999999818,6.750780286668755e-06,-0.001640148788097098,RELIANCE,Mar-2025,220,440,800,1600
2025-03-12 14:17:00,2025-03-13 11:59:00,1253.45,1255.0,407.08105085877116,BUY,630.9756288310768,426.74713642573994,237,59,0.4850165128461813,0.00038694524141065164,1.4500000000000455,2.8417122576800727e-06,10.700000000000045,2.0969876660121346e-05,0.0008363397024212809,RELIANCE,Mar-2025,220,440,800,1600
2025-03-13 12:00:00,2025-03-18 09:24:00,1254.6,1242.15,-407.03104812572235,SELL,5067.536549165169,4864.28559528359,594,60,1.016912552705657,0.0008105472283641456,2.800000000000182,5.483087921743476e-06,21.5,4.2102282256241814e-05,0.009525466284074462,RELIANCE,Mar-2025,220,440,800,1600
2025-03-18 09:51:00,2025-03-21 12:45:00,1239.15,1279.7,415.8352292249128,BUY,16862.118545070196,16652.633231643562,1299,61,0.8442673669535813,0.0006813278190320633,4.150000000000091,8.053838856338763e-06,41.399999999999864,8.034432015720876e-05,0.032317499899124365,RELIANCE,Mar-2025,220,440,800,1600
2025-03-21 12:47:00,2025-03-24 09:52:00,1279.25,1285.3,-415.16687579762527,SELL,-2511.759598575614,-2724.7028408409737,200,62,0.7081733843668191,0.0005535848226435951,15.400000000000091,2.8996300994491286e-05,5.7999999999999545,1.0920684790132931e-05,-0.005130279460621422,RELIANCE,Mar-2025,220,440,800,1600
2025-03-24 10:52:00,2025-03-24 13:40:00,1295.25,1300.0,408.0399599809404,BUY,1938.189809909467,1726.3966686813599,168,63,0.7893204121840123,0.0006093961877506368,0.25,4.730245828752917e-07,10.75,2.0340057063637542e-05,0.0032665122563211735,RELIANCE,Mar-2025,220,440,800,1600
2025-03-24 13:41:00,2025-03-27 10:04:00,1299.7499999999998,1283.9,-407.88908251629954,SELL,6465.041957883218,6254.27343227457,908,64,0.4924076713811317,0.00037884798721379625,7.950000000000273,1.4995647442580268e-05,30.999999999999773,5.847359380125396e-05,0.011797091748412912,RELIANCE,Mar-2025,220,440,800,1600
2025-03-27 10:05:00,2025-03-27 12:38:00,1283.7000000000003,1274.35,417.6173519990818,BUY,-3904.722241191567,-4118.379454647817,153,65,0.9886349839762016,0.0007701448811842344,10.700000000000273,1.995913433422812e-05,1.2999999999997272,2.424941554625276e-06,-0.007682176520994284,RELIANCE,Mar-2025,220,440,800,1600
2025-03-27 12:39:00,2025-03-27 13:52:00,1274.6,1277.65,-417.5293694330034,SELL,-1273.4645767707364,-1486.592443397813,73,66,0.6739095196181482,0.0005287223596564791,3.650000000000091,6.858543866956203e-06,0.8999999999998636,1.6911478028108201e-06,-0.0027933861603641787,RELIANCE,Mar-2025,220,440,800,1600
2025-03-27 14:16:00,2025-03-28 13:05:00,1279.05,1271.5,414.97257453428557,BUY,-3133.0429377338373,-3344.724597729522,304,67,0.7722009863753315,0.0006037301015404649,10.049999999999955,1.893473121337251e-05,16.700000000000045,3.146368271276848e-05,-0.006301637934404406,RELIANCE,Mar-2025,220,440,800,1600
2025-03-27 12:38:00,2025-03-27 13:52:00,1274.35,1277.65,-372.7390434339075,SELL,-1230.0388433319627,-1420.284851100629,74,68,0.6757487134349218,0.0005302693243103714,3.900000000000091,8.210526315789665e-06,0.6499999999998636,1.3684210526312918e-06,-0.0029900733707381665,RELIANCE,Apr-2025,220,440,800,1600
2025-03-27 14:16:00,2025-03-28 13:05:00,1279.05,1271.5,370.3144751115706,BUY,-2795.874287092341,-2984.7754039915044,304,69,0.7722009863753315,0.0006037301015404649,10.049999999999955,2.121816641750384e-05,16.700000000000045,3.525804767883748e-05,-0.006301637934404406,RELIANCE,Apr-2025,220,440,800,1600
2025-03-28 13:06:00,2025-04-02 10:58:00,1272.05,1253.35,-370.123181288206,SELL,6921.303490089469,6734.361673684422,622,70,1.961140941435522,0.0015417168676038853,10.5,2.230174421198967e-05,28.149999999999864,5.97899142445244e-05,0.014303620140717776,RELIANCE,Apr-2025,220,440,800,1600
2025-04-02 11:18:00,2025-04-03 09:57:00,1251.0,1244.1,381.4650970005297,BUY,-2632.1091693036897,-2822.467882008894,294,71,0.736846023186376,0.0005890056140578546,17.950000000000045,3.761424386104103e-05,4.0,8.382004203017478e-06,-0.005914484412470097,RELIANCE,Apr-2025,220,440,800,1600
2025-04-03 10:34:00,2025-04-03 10:37:00,1247.4,1247.65,-380.41645972402927,SELL,-95.10411493100732,-284.9357324978952,3,72,0.9567820650627197,0.000767021055846336,0.25,5.268354245999894e-07,0.40000000000009095,8.429366793601748e-07,-0.0006004569504569504,RELIANCE,Apr-2025,220,440,800,1600
2025-04-03 11:20:00,2025-04-04 09:32:00,1245.85,1218.95,380.67247494793213,BUY,-10240.089576099323,-10427.745879349655,267,73,0.9344852774502158,0.0007500784825221462,27.25,5.7457837191213546e-05,5.9500000000000455,1.254583968028342e-05,-0.021987366055303503,RELIANCE,Apr-2025,220,440,800,1600
2025-04-04 09:33:00,2025-04-04 15:10:00,1219.7,1205.85,-380.71201469910557,SELL,5272.861403582664,5088.174198131981,337,74,2.096098028292363,0.0017185357286975183,3.4500000000000455,7.429669387549581e-06,26.549999999999955,5.717615137375027e-05,0.01095752234155951,RELIANCE,Apr-2025,220,440,800,1600
2025-04-04 15:11:00,2025-04-07 09:22:00,1205.1,1140.8,389.33549897661976,BUY,-25034.27258419663,-25216.941013606483,26,75,1.0192285117800293,0.0008457626020911372,90.25,0.00019235351211244995,0.900000000000091,1.918206768988614e-06,-0.05374589660609075,RELIANCE,Apr-2025,220,440,800,1600
2025-04-07 09:34:00,2025-04-07 13:46:00,1155.35,1154.95,-385.36557394192084,SELL,154.14622957671577,-23.91578751888818,252,76,5.10040346892315,0.004414595982968928,2.6000000000001364,5.839650616879362e-06,15.349999999999909,3.447639883426653e-05,-5.3715324360701455e-05,RELIANCE,Apr-2025,220,440,800,1600
2025-04-07 13:47:00,2025-04-09 13:40:00,1155.9,1182.95,385.1625537292631,BUY,10418.647078376549,10238.479590618612,743,77,1.8314134530137869,0.001584404752153116,5.100000000000136,1.1455283845028388e-05,40.69999999999982,9.141765735149821e-05,0.022996998010208453,RELIANCE,Apr-2025,220,440,800,1600
2025-04-11 09:17:00,2025-04-11 09:26:00,1203.35,1212.45,-378.05788130364647,SELL,-3440.3267198632343,-3622.9891657939042,9,78,2.0983782004165477,0.0017437804466003638,10.700000000000045,2.351979430401698e-05,0.09999999999990905,2.1981116171958399e-07,-0.00796373457431349,RELIANCE,Apr-2025,220,440,800,1600
2025-04-11 09:27:00,2025-04-11 14:30:00,1210.8,1214.25,372.8890913109008,BUY,1286.4673650226248,1105.6124268459248,303,79,2.299451393484689,0.0018991174376318874,5.7999999999999545,1.284623619431128e-05,11.850000000000136,2.6246189465964072e-05,0.002448785926660097,RELIANCE,Apr-2025,220,440,800,1600
2025-04-11 15:23:00,2025-04-15 09:24:00,1219.05,1243.3,-371.2271388086972,SELL,-9002.258116110906,-9185.076345160025,16,80,0.5886950343176582,0.0004829129521493444,31.950000000000045,7.060080054972366e-05,0.5,1.1048638583681309e-06,-0.02029651778023871,RELIANCE,Apr-2025,220,440,800,1600
2025-04-15 09:37:00,2025-04-15 12:16:00,1244.8,1240.7,356.5380953059449,BUY,-1461.8061907543417,-1639.041277930927,159,81,2.0012791490819213,0.0016077113986840627,7.7000000000000455,1.734942977834382e-05,3.1000000000001364,6.984835365307518e-06,-0.0036930430591258913,RELIANCE,Apr-2025,220,440,800,1600
2025-04-15 12:23:00,2025-04-17 11:35:00,1243.1,1248.3,-355.77309293122505,SELL,-1850.0200832423864,-2027.2946999881572,702,82,0.739579881529381,0.0005949480182844349,6.2000000000000455,1.4018854351737074e-05,15.5,3.5047135879342424e-05,-0.004583927278577786,RELIANCE,Apr-2025,220,440,800,1600
2025-04-17 11:36:00,2025-04-21 14:30:00,1248.7,1299.0,352.63522211725564,BUY,17737.551672497942,17557.869921420315,549,83,1.1431877583412382,0.0009155023290952495,0.10000000000013642,2.2709951132324314e-07,51.299999999999955,0.00011650204930866469,0.03987383679026183,RELIANCE,Apr-2025,220,440,800,1600
2025-04-21 15:07:00,2025-04-23 14:21:00,1295.8,1299.8,-352.68990452474645,SELL,-1410.7596180989858,-1593.8480013358721,704,84,1.0001214586201799,0.0007718177640223645,10.200000000000045,2.2318714032282142e-05,10.399999999999864,2.275633587605198e-05,-0.003487513505170551,RELIANCE,Apr-2025,220,440,800,1600
2025-04-24 09:16:00,2025-04-24 09:29:00,1295.1,1291.4,351.7113911527275,BUY,-1301.3321472650277,-1483.2724499083338,13,85,0.9789331800614387,0.0007558745888822785,3.8999999999998636,8.561993016481655e-06,2.800000000000182,6.147071909269495e-06,-0.0032563508609372393,RELIANCE,Apr-2025,220,440,800,1600
2025-04-24 09:37:00,2025-04-24 12:03:00,1294.6,1297.8,-350.758777888525,SELL,-1122.428089243296,-1304.2895004029383,146,86,1.2862148841620147,0.0009935230064591495,5.0,1.1010976947745186e-05,4.2999999999999545,9.46944017506076e-06,-0.002872300324424568,RELIANCE,Apr-2025,220,440,800,1600
