symbol,phase,start,end,period,mult,sharpe,max_dd,trades,win_rate,won,lost
TATAMOTORS,train,2025-05-01,2025-05-31,60,2.2,0.0036,1.3034,14,50.0,7,7
TATAMOTORS,test,2025-06-01,2025-06-30,60,2.2,0.0007,1.3034,23,47.83,11,12
TCS,train,2025-05-01,2025-05-31,60,2.2,-0.0028,5.0728,18,33.33,6,12
TCS,test,2025-06-01,2025-06-30,60,2.2,-0.0022,5.0728,24,37.5,9,15
TECHM,train,2025-05-01,2025-05-31,60,2.2,0.008,2.0546,14,57.14,8,6
TECHM,test,2025-06-01,2025-06-30,60,2.2,0.0085,2.0546,18,55.56,10,8
AXISBANK,train,2025-05-01,2025-05-31,60,2.5,0.0067,0.9109,12,58.33,7,5
AXISBANK,test,2025-06-01,2025-06-30,60,2.5,0.0066,0.9109,16,50.0,8,8
HDFCBANK,train,2025-05-01,2025-05-31,60,2.5,0.0073,1.0082,2,50.0,1,1
HDFCBANK,test,2025-06-01,2025-06-30,60,2.5,0.0078,1.0082,5,40.0,2,3
ICICIBANK,train,2025-05-01,2025-05-31,60,2.5,0.0071,0.8087,6,66.67,4,2
ICICIBANK,test,2025-06-01,2025-06-30,60,2.5,0.0059,0.8087,11,63.64,7,4
INFY,train,2025-05-01,2025-05-31,60,2.5,0.0024,2.0987,7,57.14,4,3
INFY,test,2025-06-01,2025-06-30,60,2.5,0.0033,2.0987,12,58.33,7,5
KOTAKBANK,train,2025-05-01,2025-05-31,60,2.5,-0.0034,2.5438,5,20.0,1,4
KOTAKBANK,test,2025-06-01,2025-06-30,60,2.5,0.0011,2.7133,10,40.0,4,6
MARUTI,train,2025-05-01,2025-05-31,60,2.5,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,60,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,60,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,60,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,60,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,60,2.5,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,60,2.5,0.0087,1.4703,5,40.0,2,3
RELIANCE,test,2025-06-01,2025-06-30,60,2.5,0.0105,1.4703,6,33.33,2,4
SBIN,train,2025-05-01,2025-05-31,60,2.5,0.0032,0.7262,6,66.67,4,2
SBIN,test,2025-06-01,2025-06-30,60,2.5,0.0019,0.7262,11,63.64,7,4
SUNPHARMA,train,2025-05-01,2025-05-31,60,2.5,-0.0011,2.0708,16,56.25,9,7
SUNPHARMA,test,2025-06-01,2025-06-30,60,2.5,-0.0006,2.1231,22,54.55,12,10
TATAMOTORS,train,2025-05-01,2025-05-31,60,2.5,0.0035,1.3209,11,45.45,5,6
TATAMOTORS,test,2025-06-01,2025-06-30,60,2.5,0.0006,1.3209,20,45.0,9,11
TCS,train,2025-05-01,2025-05-31,60,2.5,-0.0021,5.0728,14,35.71,5,9
TCS,test,2025-06-01,2025-06-30,60,2.5,-0.0018,5.0728,16,31.25,5,11
TECHM,train,2025-05-01,2025-05-31,60,2.5,0.0055,2.0546,13,53.85,7,6
TECHM,test,2025-06-01,2025-06-30,60,2.5,0.0068,2.0546,15,53.33,8,7
AXISBANK,train,2025-05-01,2025-05-31,60,3.0,0.0065,0.9227,9,66.67,6,3
AXISBANK,test,2025-06-01,2025-06-30,60,3.0,0.0064,0.9227,13,53.85,7,6
HDFCBANK,train,2025-05-01,2025-05-31,60,3.0,0.0075,1.0082,1,100.0,1,0
HDFCBANK,test,2025-06-01,2025-06-30,60,3.0,0.008,1.0082,4,50.0,2,2
ICICIBANK,train,2025-05-01,2025-05-31,60,3.0,0.0072,0.8087,5,60.0,3,2
ICICIBANK,test,2025-06-01,2025-06-30,60,3.0,0.0058,0.8087,9,66.67,6,3
INFY,train,2025-05-01,2025-05-31,60,3.0,0.0026,2.0987,5,60.0,3,2
INFY,test,2025-06-01,2025-06-30,60,3.0,0.0034,2.0987,7,57.14,4,3
KOTAKBANK,train,2025-05-01,2025-05-31,60,3.0,-0.0034,2.5438,5,20.0,1,4
KOTAKBANK,test,2025-06-01,2025-06-30,60,3.0,0.001,2.7133,7,28.57,2,5
MARUTI,train,2025-05-01,2025-05-31,60,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,60,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,60,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,60,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,60,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,60,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,60,3.0,0.0087,1.4703,5,40.0,2,3
RELIANCE,test,2025-06-01,2025-06-30,60,3.0,0.0105,1.4703,6,33.33,2,4
SBIN,train,2025-05-01,2025-05-31,60,3.0,0.0034,0.726,4,75.0,3,1
SBIN,test,2025-06-01,2025-06-30,60,3.0,0.0018,0.726,6,66.67,4,2
SUNPHARMA,train,2025-05-01,2025-05-31,60,3.0,-0.0012,2.1025,11,63.64,7,4
SUNPHARMA,test,2025-06-01,2025-06-30,60,3.0,-0.0004,2.1025,13,61.54,8,5
TATAMOTORS,train,2025-05-01,2025-05-31,60,3.0,0.0036,1.3079,4,50.0,2,2
TATAMOTORS,test,2025-06-01,2025-06-30,60,3.0,0.0007,1.3079,9,44.44,4,5
TCS,train,2025-05-01,2025-05-31,60,3.0,-0.0021,5.0728,10,20.0,2,8
TCS,test,2025-06-01,2025-06-30,60,3.0,-0.0018,5.0728,11,18.18,2,9
TECHM,train,2025-05-01,2025-05-31,60,3.0,0.006,2.0317,10,70.0,7,3
TECHM,test,2025-06-01,2025-06-30,60,3.0,0.0072,2.0317,11,72.73,8,3
AXISBANK,train,2025-05-01,2025-05-31,80,1.8,0.0071,0.9636,23,47.83,11,12
AXISBANK,test,2025-06-01,2025-06-30,80,1.8,0.0067,0.9636,35,48.57,17,18
HDFCBANK,train,2025-05-01,2025-05-31,80,1.8,0.0085,1.0071,11,63.64,7,4
HDFCBANK,test,2025-06-01,2025-06-30,80,1.8,0.0085,1.0071,19,52.63,10,9
ICICIBANK,train,2025-05-01,2025-05-31,80,1.8,0.0083,0.6858,13,53.85,7,6
ICICIBANK,test,2025-06-01,2025-06-30,80,1.8,0.007,0.6858,22,50.0,11,11
INFY,train,2025-05-01,2025-05-31,80,1.8,0.0025,2.0893,18,38.89,7,11
INFY,test,2025-06-01,2025-06-30,80,1.8,0.0033,2.0893,26,46.15,12,14
KOTAKBANK,train,2025-05-01,2025-05-31,80,1.8,-0.0041,2.7382,16,37.5,6,10
KOTAKBANK,test,2025-06-01,2025-06-30,80,1.8,0.0007,2.8634,27,51.85,14,13
MARUTI,train,2025-05-01,2025-05-31,80,1.8,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,80,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,80,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,80,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,80,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,80,1.8,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,80,1.8,0.0092,1.331,21,52.38,11,10
RELIANCE,test,2025-06-01,2025-06-30,80,1.8,0.0108,1.331,32,53.12,17,15
SBIN,train,2025-05-01,2025-05-31,80,1.8,0.0047,0.7078,16,50.0,8,8
SBIN,test,2025-06-01,2025-06-30,80,1.8,0.0028,0.7078,24,50.0,12,12
SUNPHARMA,train,2025-05-01,2025-05-31,80,1.8,-0.0014,2.0328,32,46.88,15,17
SUNPHARMA,test,2025-06-01,2025-06-30,80,1.8,-0.0007,2.1681,47,53.19,25,22
TATAMOTORS,train,2025-05-01,2025-05-31,80,1.8,0.0043,1.2386,25,44.0,11,14
TATAMOTORS,test,2025-06-01,2025-06-30,80,1.8,0.0011,1.2386,41,46.34,19,22
TCS,train,2025-05-01,2025-05-31,80,1.8,-0.0026,5.026,27,40.74,11,16
TCS,test,2025-06-01,2025-06-30,80,1.8,-0.002,5.026,39,43.59,17,22
TECHM,train,2025-05-01,2025-05-31,80,1.8,0.0082,2.0558,28,53.57,15,13
TECHM,test,2025-06-01,2025-06-30,80,1.8,0.0088,2.0558,37,54.05,20,17
AXISBANK,train,2025-05-01,2025-05-31,80,2.0,0.0071,0.964,20,50.0,10,10
AXISBANK,test,2025-06-01,2025-06-30,80,2.0,0.0068,0.964,30,50.0,15,15
HDFCBANK,train,2025-05-01,2025-05-31,80,2.0,0.008,1.0071,5,40.0,2,3
HDFCBANK,test,2025-06-01,2025-06-30,80,2.0,0.0082,1.0071,11,36.36,4,7
ICICIBANK,train,2025-05-01,2025-05-31,80,2.0,0.0082,0.6858,12,50.0,6,6
ICICIBANK,test,2025-06-01,2025-06-30,80,2.0,0.0067,0.6858,18,44.44,8,10
INFY,train,2025-05-01,2025-05-31,80,2.0,0.0025,2.0968,13,46.15,6,7
INFY,test,2025-06-01,2025-06-30,80,2.0,0.0033,2.0968,21,52.38,11,10
KOTAKBANK,train,2025-05-01,2025-05-31,80,2.0,-0.0038,2.6737,11,36.36,4,7
KOTAKBANK,test,2025-06-01,2025-06-30,80,2.0,0.0009,2.8097,21,52.38,11,10
MARUTI,train,2025-05-01,2025-05-31,80,2.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,80,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,80,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,80,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,80,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,80,2.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,80,2.0,0.0094,1.331,13,53.85,7,6
RELIANCE,test,2025-06-01,2025-06-30,80,2.0,0.0108,1.331,22,54.55,12,10
SBIN,train,2025-05-01,2025-05-31,80,2.0,0.004,0.7004,14,50.0,7,7
SBIN,test,2025-06-01,2025-06-30,80,2.0,0.0025,0.7004,19,52.63,10,9
SUNPHARMA,train,2025-05-01,2025-05-31,80,2.0,-0.0025,2.2064,27,40.74,11,16
SUNPHARMA,test,2025-06-01,2025-06-30,80,2.0,-0.0018,2.3261,37,40.54,15,22
TATAMOTORS,train,2025-05-01,2025-05-31,80,2.0,0.0045,1.25,20,45.0,9,11
TATAMOTORS,test,2025-06-01,2025-06-30,80,2.0,0.0012,1.25,33,42.42,14,19
TCS,train,2025-05-01,2025-05-31,80,2.0,-0.0029,5.0679,22,40.91,9,13
TCS,test,2025-06-01,2025-06-30,80,2.0,-0.0022,5.0679,32,43.75,14,18
TECHM,train,2025-05-01,2025-05-31,80,2.0,0.0087,2.0428,22,59.09,13,9
TECHM,test,2025-06-01,2025-06-30,80,2.0,0.0092,2.0428,28,53.57,15,13
AXISBANK,train,2025-05-01,2025-05-31,80,2.2,0.0071,0.91,15,53.33,8,7
AXISBANK,test,2025-06-01,2025-06-30,80,2.2,0.0069,0.91,22,54.55,12,10
HDFCBANK,train,2025-05-01,2025-05-31,80,2.2,0.008,1.0071,4,25.0,1,3
HDFCBANK,test,2025-06-01,2025-06-30,80,2.2,0.0081,1.0071,9,33.33,3,6
ICICIBANK,train,2025-05-01,2025-05-31,80,2.2,0.0085,0.6858,9,55.56,5,4
ICICIBANK,test,2025-06-01,2025-06-30,80,2.2,0.0069,0.6858,14,50.0,7,7
INFY,train,2025-05-01,2025-05-31,80,2.2,0.0027,2.0968,10,40.0,4,6
INFY,test,2025-06-01,2025-06-30,80,2.2,0.0033,2.0968,17,47.06,8,9
KOTAKBANK,train,2025-05-01,2025-05-31,80,2.2,-0.0036,2.5988,8,37.5,3,5
KOTAKBANK,test,2025-06-01,2025-06-30,80,2.2,0.0011,2.7634,18,55.56,10,8
MARUTI,train,2025-05-01,2025-05-31,80,2.2,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,80,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,80,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,80,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,80,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,80,2.2,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,80,2.2,0.0094,1.349,10,50.0,5,5
RELIANCE,test,2025-06-01,2025-06-30,80,2.2,0.0109,1.349,16,50.0,8,8
SBIN,train,2025-05-01,2025-05-31,80,2.2,0.0038,0.7014,11,45.45,5,6
SBIN,test,2025-06-01,2025-06-30,80,2.2,0.0023,0.7014,16,50.0,8,8
SUNPHARMA,train,2025-05-01,2025-05-31,80,2.2,-0.0009,2.1739,21,47.62,10,11
SUNPHARMA,test,2025-06-01,2025-06-30,80,2.2,-0.0005,2.2193,30,46.67,14,16
TATAMOTORS,train,2025-05-01,2025-05-31,80,2.2,0.0042,1.2665,14,50.0,7,7
TATAMOTORS,test,2025-06-01,2025-06-30,80,2.2,0.0011,1.2665,23,47.83,11,12
TCS,train,2025-05-01,2025-05-31,80,2.2,-0.0027,5.0679,17,29.41,5,12
TCS,test,2025-06-01,2025-06-30,80,2.2,-0.0021,5.0679,24,37.5,9,15
TECHM,train,2025-05-01,2025-05-31,80,2.2,0.0085,2.0428,15,53.33,8,7
TECHM,test,2025-06-01,2025-06-30,80,2.2,0.0089,2.0428,19,52.63,10,9
AXISBANK,train,2025-05-01,2025-05-31,80,2.5,0.0073,0.91,13,61.54,8,5
AXISBANK,test,2025-06-01,2025-06-30,80,2.5,0.007,0.91,17,52.94,9,8
HDFCBANK,train,2025-05-01,2025-05-31,80,2.5,0.008,1.0071,3,33.33,1,2
HDFCBANK,test,2025-06-01,2025-06-30,80,2.5,0.0083,1.0071,6,33.33,2,4
ICICIBANK,train,2025-05-01,2025-05-31,80,2.5,0.0086,0.6858,7,57.14,4,3
ICICIBANK,test,2025-06-01,2025-06-30,80,2.5,0.007,0.6858,12,58.33,7,5
INFY,train,2025-05-01,2025-05-31,80,2.5,0.0027,2.0968,8,50.0,4,4
INFY,test,2025-06-01,2025-06-30,80,2.5,0.0034,2.0968,13,53.85,7,6
KOTAKBANK,train,2025-05-01,2025-05-31,80,2.5,-0.0031,2.5466,6,33.33,2,4
KOTAKBANK,test,2025-06-01,2025-06-30,80,2.5,0.0014,2.716,11,45.45,5,6
MARUTI,train,2025-05-01,2025-05-31,80,2.5,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,80,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,80,2.5,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,80,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,80,2.5,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,80,2.5,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,80,2.5,0.0093,1.3775,7,57.14,4,3
RELIANCE,test,2025-06-01,2025-06-30,80,2.5,0.0108,1.3775,10,60.0,6,4
SBIN,train,2025-05-01,2025-05-31,80,2.5,0.0039,0.7109,7,57.14,4,3
SBIN,test,2025-06-01,2025-06-30,80,2.5,0.0024,0.7109,12,58.33,7,5
SUNPHARMA,train,2025-05-01,2025-05-31,80,2.5,-0.0005,2.0672,17,52.94,9,8
SUNPHARMA,test,2025-06-01,2025-06-30,80,2.5,0.0001,2.0672,23,47.83,11,12
TATAMOTORS,train,2025-05-01,2025-05-31,80,2.5,0.0041,1.271,10,50.0,5,5
TATAMOTORS,test,2025-06-01,2025-06-30,80,2.5,0.0011,1.271,19,47.37,9,10
TCS,train,2025-05-01,2025-05-31,80,2.5,-0.0024,5.0679,15,33.33,5,10
TCS,test,2025-06-01,2025-06-30,80,2.5,-0.0021,5.0679,18,33.33,6,12
TECHM,train,2025-05-01,2025-05-31,80,2.5,0.0059,2.0428,13,53.85,7,6
TECHM,test,2025-06-01,2025-06-30,80,2.5,0.007,2.0428,16,56.25,9,7
AXISBANK,train,2025-05-01,2025-05-31,80,3.0,0.0071,0.9102,10,60.0,6,4
AXISBANK,test,2025-06-01,2025-06-30,80,3.0,0.0069,0.9102,14,50.0,7,7
HDFCBANK,train,2025-05-01,2025-05-31,80,3.0,0.0081,1.0071,1,100.0,1,0
HDFCBANK,test,2025-06-01,2025-06-30,80,3.0,0.0084,1.0071,4,50.0,2,2
ICICIBANK,train,2025-05-01,2025-05-31,80,3.0,0.0084,0.7287,5,60.0,3,2
ICICIBANK,test,2025-06-01,2025-06-30,80,3.0,0.0067,0.7287,9,66.67,6,3
INFY,train,2025-05-01,2025-05-31,80,3.0,0.003,2.0968,5,60.0,3,2
INFY,test,2025-06-01,2025-06-30,80,3.0,0.0037,2.0968,8,62.5,5,3
KOTAKBANK,train,2025-05-01,2025-05-31,80,3.0,-0.003,2.5417,5,20.0,1,4
KOTAKBANK,test,2025-06-01,2025-06-30,80,3.0,0.0013,2.7111,7,28.57,2,5
MARUTI,train,2025-05-01,2025-05-31,80,3.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,80,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,80,3.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,80,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,80,3.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,80,3.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,80,3.0,0.0094,1.3775,5,40.0,2,3
RELIANCE,test,2025-06-01,2025-06-30,80,3.0,0.011,1.3775,6,33.33,2,4
SBIN,train,2025-05-01,2025-05-31,80,3.0,0.0038,0.7258,5,80.0,4,1
SBIN,test,2025-06-01,2025-06-30,80,3.0,0.0021,0.7258,7,71.43,5,2
SUNPHARMA,train,2025-05-01,2025-05-31,80,3.0,-0.0008,2.0999,11,63.64,7,4
SUNPHARMA,test,2025-06-01,2025-06-30,80,3.0,-0.0002,2.0999,15,53.33,8,7
TATAMOTORS,train,2025-05-01,2025-05-31,80,3.0,0.004,1.271,5,60.0,3,2
TATAMOTORS,test,2025-06-01,2025-06-30,80,3.0,0.001,1.271,10,50.0,5,5
TCS,train,2025-05-01,2025-05-31,80,3.0,-0.0018,5.0679,11,18.18,2,9
TCS,test,2025-06-01,2025-06-30,80,3.0,-0.0016,5.0679,12,16.67,2,10
TECHM,train,2025-05-01,2025-05-31,80,3.0,0.0061,2.0528,12,58.33,7,5
TECHM,test,2025-06-01,2025-06-30,80,3.0,0.0073,2.0528,13,61.54,8,5
AXISBANK,train,2025-05-01,2025-05-31,120,1.8,0.0071,0.9704,26,53.85,14,12
AXISBANK,test,2025-06-01,2025-06-30,120,1.8,0.0068,0.9704,40,52.5,21,19
HDFCBANK,train,2025-05-01,2025-05-31,120,1.8,0.009,1.006,12,58.33,7,5
HDFCBANK,test,2025-06-01,2025-06-30,120,1.8,0.0089,1.006,20,50.0,10,10
ICICIBANK,train,2025-05-01,2025-05-31,120,1.8,0.0083,0.687,19,57.89,11,8
ICICIBANK,test,2025-06-01,2025-06-30,120,1.8,0.007,0.687,29,55.17,16,13
INFY,train,2025-05-01,2025-05-31,120,1.8,0.0031,2.089,21,47.62,10,11
INFY,test,2025-06-01,2025-06-30,120,1.8,0.0037,2.089,29,51.72,15,14
KOTAKBANK,train,2025-05-01,2025-05-31,120,1.8,-0.0031,2.5487,20,40.0,8,12
KOTAKBANK,test,2025-06-01,2025-06-30,120,1.8,0.0017,2.6738,34,50.0,17,17
MARUTI,train,2025-05-01,2025-05-31,120,1.8,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,120,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,120,1.8,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,120,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,120,1.8,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,120,1.8,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,120,1.8,0.0085,1.331,25,44.0,11,14
RELIANCE,test,2025-06-01,2025-06-30,120,1.8,0.0103,1.331,35,45.71,16,19
SBIN,train,2025-05-01,2025-05-31,120,1.8,0.0052,0.7223,18,55.56,10,8
SBIN,test,2025-06-01,2025-06-30,120,1.8,0.0031,0.7223,26,53.85,14,12
SUNPHARMA,train,2025-05-01,2025-05-31,120,1.8,-0.001,2.0312,32,40.62,13,19
SUNPHARMA,test,2025-06-01,2025-06-30,120,1.8,-0.0004,2.1427,47,48.94,23,24
TATAMOTORS,train,2025-05-01,2025-05-31,120,1.8,0.0047,1.217,29,48.28,14,15
TATAMOTORS,test,2025-06-01,2025-06-30,120,1.8,0.0016,1.217,47,46.81,22,25
TCS,train,2025-05-01,2025-05-31,120,1.8,-0.0028,5.0226,31,41.94,13,18
TCS,test,2025-06-01,2025-06-30,120,1.8,-0.002,5.0226,44,43.18,19,25
TECHM,train,2025-05-01,2025-05-31,120,1.8,0.0081,1.857,32,56.25,18,14
TECHM,test,2025-06-01,2025-06-30,120,1.8,0.0086,1.857,44,59.09,26,18
AXISBANK,train,2025-05-01,2025-05-31,120,2.0,0.0074,0.9636,21,52.38,11,10
AXISBANK,test,2025-06-01,2025-06-30,120,2.0,0.0071,0.9636,31,51.61,16,15
HDFCBANK,train,2025-05-01,2025-05-31,120,2.0,0.0085,1.006,8,62.5,5,3
HDFCBANK,test,2025-06-01,2025-06-30,120,2.0,0.0086,1.006,14,50.0,7,7
ICICIBANK,train,2025-05-01,2025-05-31,120,2.0,0.0079,0.686,12,50.0,6,6
ICICIBANK,test,2025-06-01,2025-06-30,120,2.0,0.0065,0.686,18,44.44,8,10
INFY,train,2025-05-01,2025-05-31,120,2.0,0.0027,2.089,16,37.5,6,10
INFY,test,2025-06-01,2025-06-30,120,2.0,0.0034,2.089,24,45.83,11,13
KOTAKBANK,train,2025-05-01,2025-05-31,120,2.0,-0.0036,2.6724,11,36.36,4,7
KOTAKBANK,test,2025-06-01,2025-06-30,120,2.0,0.0011,2.8083,21,52.38,11,10
MARUTI,train,2025-05-01,2025-05-31,120,2.0,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,120,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,120,2.0,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,120,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,120,2.0,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,120,2.0,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,120,2.0,0.0096,1.331,13,46.15,6,7
RELIANCE,test,2025-06-01,2025-06-30,120,2.0,0.011,1.331,22,50.0,11,11
SBIN,train,2025-05-01,2025-05-31,120,2.0,0.0053,0.6966,15,53.33,8,7
SBIN,test,2025-06-01,2025-06-30,120,2.0,0.0034,0.6966,21,52.38,11,10
SUNPHARMA,train,2025-05-01,2025-05-31,120,2.0,-0.0023,2.2048,28,42.86,12,16
SUNPHARMA,test,2025-06-01,2025-06-30,120,2.0,-0.0017,2.3531,40,45.0,18,22
TATAMOTORS,train,2025-05-01,2025-05-31,120,2.0,0.0047,1.2384,23,47.83,11,12
TATAMOTORS,test,2025-06-01,2025-06-30,120,2.0,0.0015,1.2384,37,45.95,17,20
TCS,train,2025-05-01,2025-05-31,120,2.0,-0.0024,5.0196,24,37.5,9,15
TCS,test,2025-06-01,2025-06-30,120,2.0,-0.0019,5.0196,35,40.0,14,21
TECHM,train,2025-05-01,2025-05-31,120,2.0,0.0083,2.0424,23,56.52,13,10
TECHM,test,2025-06-01,2025-06-30,120,2.0,0.009,2.0424,30,53.33,16,14
AXISBANK,train,2025-05-01,2025-05-31,120,2.2,0.0069,0.964,17,58.82,10,7
AXISBANK,test,2025-06-01,2025-06-30,120,2.2,0.0068,0.964,24,58.33,14,10
HDFCBANK,train,2025-05-01,2025-05-31,120,2.2,0.0086,1.006,4,25.0,1,3
HDFCBANK,test,2025-06-01,2025-06-30,120,2.2,0.0086,1.006,10,30.0,3,7
ICICIBANK,train,2025-05-01,2025-05-31,120,2.2,0.0082,0.686,9,55.56,5,4
ICICIBANK,test,2025-06-01,2025-06-30,120,2.2,0.0067,0.686,14,50.0,7,7
INFY,train,2025-05-01,2025-05-31,120,2.2,0.0027,2.0965,12,41.67,5,7
INFY,test,2025-06-01,2025-06-30,120,2.2,0.0034,2.0965,20,50.0,10,10
KOTAKBANK,train,2025-05-01,2025-05-31,120,2.2,-0.0037,2.6724,10,40.0,4,6
KOTAKBANK,test,2025-06-01,2025-06-30,120,2.2,0.001,2.8369,19,57.89,11,8
MARUTI,train,2025-05-01,2025-05-31,120,2.2,0.0,0.0,0,0.0,0,0
MARUTI,test,2025-06-01,2025-06-30,120,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,train,2025-05-01,2025-05-31,120,2.2,0.0,0.0,0,0.0,0,0
NIFTY 50,test,2025-06-01,2025-06-30,120,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,train,2025-05-01,2025-05-31,120,2.2,0.0,0.0,0,0.0,0,0
NIFTY BANK,test,2025-06-01,2025-06-30,120,2.2,0.0,0.0,0,0.0,0,0
RELIANCE,train,2025-05-01,2025-05-31,120,2.2,0.0095,1.331,11,45.45,5,6
RELIANCE,test,2025-06-01,2025-06-30,120,2.2,0.0108,1.331,19,52.63,10,9
SBIN,train,2025-05-01,2025-05-31,120,2.2,0.0045,0.7001,14,50.0,7,7
SBIN,test,2025-06-01,2025-06-30,120,2.2,0.0027,0.7001,19,52.63,10,9
SUNPHARMA,train,2025-05-01,2025-05-31,120,2.2,-0.0012,2.1978,23,39.13,9,14
SUNPHARMA,test,2025-06-01,2025-06-30,120,2.2,-0.0007,2.2845,32,40.62,13,19
TATAMOTORS,train,2025-05-01,2025-05-31,120,2.2,0.0043,1.2674,16,43.75,7,9
TATAMOTORS,test,2025-06-01,2025-06-30,120,2.2,0.001,1.2674,27,44.44,12,15
TCS,train,2025-05-01,2025-05-31,120,2.2,-0.0026,5.0614,18,27.78,5,13
TCS,test,2025-06-01,2025-06-30,120,2.2,-0.0019,5.0614,26,38.46,10,16
TECHM,train,2025-05-01,2025-05-31,120,2.2,0.0089,2.0424,18,61.11,11,7
TECHM,test,2025-06-01,2025-06-30,120,2.2,0.0092,2.0424,22,59.09,13,9
AXISBANK,train,2025-05-01,2025-05-31,120,2.5,0.007,0.9641,15,66.67,10,5
AXISBANK,test,2025-06-01,2025-06-30,120,2.5,0.0068,0.9641,19,57.89,11,8
