fast,slow,sharpe,max_dd,trades,win%
1000,2250,-0.0135,2.941,14,21.4
450,2300,-0.0135,2.788,24,12.5
1000,2000,-0.0135,2.8088,16,25.0
150,3000,-0.0135,3.0521,39,17.9
200,2500,-0.0135,2.6833,31,19.4
200,2600,-0.0136,2.7322,33,24.2
550,2100,-0.0136,2.9137,22,13.6
800,1450,-0.0136,3.1385,25,28.0
850,1450,-0.0136,3.038,24,29.2
850,2150,-0.0136,2.7811,17,17.6
100,2700,-0.0136,2.8189,38,15.8
650,1450,-0.0136,3.0345,28,21.4
350,2500,-0.0136,2.7855,24,16.7
200,1950,-0.0136,3.0281,45,20.0
150,2800,-0.0137,2.7725,33,15.2
500,1900,-0.0137,2.9631,25,16.0
300,2800,-0.0137,2.8331,26,15.4
350,2450,-0.0137,2.7712,25,20.0
50,2950,-0.0137,2.8682,57,15.8
200,2400,-0.0137,2.8455,34,29.4
200,2700,-0.0137,2.722,31,16.1
150,2950,-0.0138,3.1036,37,13.5
200,2550,-0.0138,2.7509,31,25.8
750,2100,-0.0138,2.795,17,23.5
650,2100,-0.0138,2.8461,21,19.0
150,1300,-0.0138,2.9053,58,20.7
300,2700,-0.0138,2.7039,26,19.2
300,2750,-0.0138,2.7812,26,19.2
200,1900,-0.0139,3.1045,43,23.3
1000,2100,-0.0139,2.9165,16,18.8
100,2650,-0.0139,2.8311,39,20.5
850,2100,-0.0139,2.871,17,17.6
50,2400,-0.0139,2.9982,60,16.7
100,1300,-0.014,2.8945,71,21.1
200,2800,-0.014,2.8284,31,19.4
300,2850,-0.014,2.9058,26,15.4
450,2000,-0.014,2.8247,26,15.4
500,1950,-0.0141,2.9647,25,16.0
100,2600,-0.0141,2.912,42,21.4
100,1350,-0.0141,2.93,65,23.1
100,2750,-0.0141,2.9055,40,15.0
50,2550,-0.0141,2.9934,56,12.5
250,2150,-0.0142,2.928,30,23.3
100,2550,-0.0142,2.887,41,22.0
450,2200,-0.0142,2.9681,24,16.7
300,2200,-0.0142,2.801,30,16.7
400,2650,-0.0142,2.766,23,17.4
200,1300,-0.0142,2.9506,56,19.6
200,1850,-0.0142,3.0784,42,23.8
100,1750,-0.0143,3.0362,64,26.6
400,2200,-0.0143,2.8932,24,12.5
1000,2050,-0.0144,3.0505,16,18.8
300,1850,-0.0144,3.1136,31,16.1
400,2250,-0.0144,2.9162,24,16.7
50,2350,-0.0144,3.0431,64,17.2
250,2250,-0.0144,2.9149,33,24.2
450,2250,-0.0144,2.9853,24,12.5
350,2550,-0.0145,2.8431,24,16.7
350,1800,-0.0146,3.2286,30,16.7
200,1800,-0.0146,3.2694,41,22.0
200,2250,-0.0146,3.1641,36,22.2
50,1800,-0.0146,3.2023,85,18.8
100,2450,-0.0146,2.9341,43,18.6
100,2500,-0.0146,3.0139,44,20.5
500,1100,-0.0146,3.128,37,24.3
50,2450,-0.0146,3.0927,56,21.4
300,2250,-0.0147,2.92,30,20.0
50,2900,-0.0147,3.0442,55,14.5
100,1400,-0.0147,2.9395,64,18.8
50,2600,-0.0147,3.14,53,15.1
400,2700,-0.0147,2.8942,25,16.0
50,2500,-0.0148,3.1298,57,15.8
200,2050,-0.0148,3.1269,43,16.3
400,2750,-0.0148,2.9782,24,16.7
100,1800,-0.0148,3.1444,59,18.6
150,2100,-0.0148,3.1384,48,14.6
150,2150,-0.0149,3.1983,45,22.2
350,2100,-0.0149,3.0243,27,11.1
350,2050,-0.0149,3.0354,28,10.7
200,2100,-0.015,3.1496,41,19.5
50,2050,-0.015,3.1828,73,16.4
150,2850,-0.015,2.9043,37,13.5
300,1800,-0.015,3.2511,31,16.1
400,2150,-0.015,3.042,25,12.0
250,2100,-0.015,3.0385,35,22.9
50,2650,-0.015,3.1354,55,14.5
250,1850,-0.0151,3.2642,36,16.7
50,2800,-0.0151,3.2131,54,14.8
350,1850,-0.0151,3.2348,30,20.0
100,2900,-0.0151,3.1554,43,14.0
150,2900,-0.0151,2.9668,37,10.8
150,2200,-0.0152,3.17,44,18.2
250,2200,-0.0152,3.1065,31,19.4
50,2850,-0.0152,3.1691,54,14.8
300,1950,-0.0152,3.1794,33,15.2
300,1450,-0.0152,3.2791,41,17.1
50,2750,-0.0152,3.2518,54,14.8
250,1400,-0.0152,3.2365,45,20.0
350,2650,-0.0152,2.9588,24,12.5
300,1400,-0.0153,3.3206,42,14.3
350,2000,-0.0153,3.1334,29,10.3
200,2150,-0.0153,3.1285,39,23.1
100,2350,-0.0153,3.1357,45,17.8
100,2800,-0.0153,3.1435,43,14.0
300,2150,-0.0153,3.0749,30,20.0
250,1800,-0.0153,3.3169,36,22.2
50,2700,-0.0154,3.2503,57,17.5
50,2000,-0.0154,3.3127,73,17.8
400,1800,-0.0154,3.2516,29,17.2
400,1850,-0.0154,3.2299,29,13.8
450,1800,-0.0154,3.303,28,10.7
350,2750,-0.0154,2.9535,26,19.2
350,2250,-0.0154,3.005,27,14.8
350,1950,-0.0154,3.1961,30,13.3
50,1350,-0.0154,3.193,95,21.1
350,1350,-0.0154,3.2515,38,18.4
250,1450,-0.0154,3.299,46,21.7
350,2600,-0.0155,3.0057,24,16.7
450,1900,-0.0156,3.2325,29,13.8
450,1950,-0.0156,3.2363,28,14.3
200,2000,-0.0156,3.2927,44,15.9
300,2000,-0.0156,3.2276,33,15.2
350,2700,-0.0157,3.032,26,15.4
100,2100,-0.0157,3.4281,50,18.0
50,2200,-0.0158,3.2866,65,13.8
50,1300,-0.0159,3.287,99,22.2
600,1450,-0.0159,3.5375,29,17.2
350,1900,-0.0159,3.387,32,18.8
50,3000,-0.0159,3.0639,60,15.0
250,1900,-0.0159,3.3808,35,20.0
150,1400,-0.0159,3.32,55,21.8
300,2050,-0.0159,3.2182,33,15.2
400,2050,-0.0159,3.2508,27,14.8
100,2400,-0.0159,3.1894,46,17.4
200,1400,-0.0159,3.338,51,25.5
400,1350,-0.016,3.462,35,17.1
100,2850,-0.016,3.3261,42,11.9
50,1950,-0.016,3.4271,81,16.0
450,1850,-0.016,3.3265,29,10.3
100,3000,-0.016,3.1196,44,15.9
100,2150,-0.016,3.4476,49,18.4
150,1800,-0.016,3.4829,49,16.3
600,1400,-0.0161,3.5085,29,20.7
50,2100,-0.0161,3.3055,72,16.7
300,2100,-0.0161,3.2394,32,18.8
150,1450,-0.0161,3.3395,55,23.6
350,2200,-0.0161,3.1347,27,14.8
250,2050,-0.0161,3.3102,37,21.6
400,2100,-0.0162,3.2855,26,15.4
200,2200,-0.0162,3.2238,38,18.4
100,1850,-0.0163,3.4368,60,21.7
50,1850,-0.0163,3.4496,84,14.3
300,1900,-0.0164,3.5244,33,15.2
100,1900,-0.0164,3.4943,61,19.7
350,1450,-0.0165,3.588,38,15.8
200,1450,-0.0165,3.4765,49,24.5
250,1950,-0.0165,3.372,38,18.4
50,2150,-0.0166,3.3915,67,13.4
400,2000,-0.0167,3.4175,28,14.3
150,2050,-0.0167,3.4113,50,12.0
350,2150,-0.0168,3.3282,29,17.2
50,1900,-0.0168,3.5805,86,17.4
100,2200,-0.0168,3.5674,50,18.0
350,1400,-0.0169,3.587,42,19.0
400,1450,-0.017,3.7535,34,17.6
100,1450,-0.017,3.437,67,16.4
100,2950,-0.017,3.284,43,14.0
550,1400,-0.017,3.7695,30,20.0
250,1350,-0.0171,3.541,46,19.6
400,1900,-0.0171,3.5264,30,13.3
150,1950,-0.0172,3.524,50,16.0
250,2000,-0.0172,3.4937,38,15.8
150,2000,-0.0173,3.5012,49,12.2
450,1350,-0.0173,3.7325,34,17.6
150,1900,-0.0173,3.5429,50,16.0
150,1850,-0.0173,3.6648,49,16.3
100,2050,-0.0174,3.5964,56,17.9
100,1950,-0.0174,3.6251,59,15.3
50,1400,-0.0175,3.4845,105,22.9
300,1350,-0.0175,3.685,43,14.0
100,2000,-0.0177,3.6579,57,21.1
200,1350,-0.0177,3.671,53,20.8
400,1950,-0.0178,3.6412,30,13.3
400,1400,-0.0179,3.8535,34,17.6
550,1450,-0.0182,3.8615,31,16.1
500,1450,-0.0182,3.8045,32,18.8
450,1450,-0.0185,3.909,32,18.8
50,1450,-0.0185,3.6495,103,17.5
450,1400,-0.0189,3.9985,33,18.2
500,1400,-0.0189,3.897,32,15.6
