symbol,window,period,mult,vol_baseline,sharpe,drawdown,trades,win_rate,expectancy
AXISBANK,Jul-2025,160,1.6,0.761022,-0.011957,0.015560,122,29.51,-0.624081
AXISBANK,Jul-2025,160,1.8,0.761022,-0.009704,0.012516,104,27.88,-0.592501
AXISBANK,Jul-2025,160,2.0,0.761022,-0.010210,0.012345,90,26.67,-0.675169
AXISBANK,Jul-2025,160,2.2,0.761022,-0.008985,0.011815,78,30.77,-0.672437
AXISBANK,Jul-2025,160,2.4,0.761022,-0.008682,0.010352,70,28.57,-0.725694
AXISBANK,Jul-2025,160,2.6,0.761022,-0.007069,0.008700,61,31.15,-0.678449
AXISBANK,Jul-2025,160,2.8,0.761022,-0.008970,0.010656,60,26.67,-0.885275
AXISBANK,Jul-2025,160,3.0,0.761022,-0.010678,0.012989,57,24.56,-1.110747
AXISBANK,Jul-2025,180,1.4,0.761022,-0.017417,0.023344,153,28.76,-0.752019
AXISBANK,Jul-2025,180,1.6,0.761022,-0.012314,0.016075,123,28.46,-0.639936
AXISBANK,Jul-2025,180,1.8,0.761022,-0.009298,0.011983,103,28.16,-0.572340
AXISBANK,Jul-2025,180,2.0,0.761022,-0.010334,0.012545,90,26.67,-0.686282
AXISBANK,Jul-2025,180,2.2,0.761022,-0.008872,0.011275,78,30.77,-0.660896
AXISBANK,Jul-2025,180,2.4,0.761022,-0.007989,0.009539,69,28.99,-0.677274
AXISBANK,Jul-2025,180,2.6,0.761022,-0.007199,0.008662,61,31.15,-0.691569
AXISBANK,Jul-2025,180,2.8,0.761022,-0.008337,0.010302,58,27.59,-0.842760
AXISBANK,Jul-2025,180,3.0,0.761022,-0.009848,0.012035,56,25.00,-1.045407
AXISBANK,Jul-2025,240,1.4,0.761022,-0.016053,0.021483,147,29.93,-0.719415
AXISBANK,Jul-2025,240,1.6,0.761022,-0.010978,0.014341,119,30.25,-0.588603
AXISBANK,Jul-2025,240,1.8,0.761022,-0.010472,0.013209,105,27.62,-0.619862
AXISBANK,Jul-2025,240,2.0,0.761022,-0.010305,0.012785,90,27.78,-0.684075
AXISBANK,Jul-2025,240,2.2,0.761022,-0.008055,0.010535,78,30.77,-0.612170
AXISBANK,Jul-2025,240,2.4,0.761022,-0.008104,0.009745,68,29.41,-0.702414
AXISBANK,Jul-2025,240,2.6,0.761022,-0.007396,0.009062,61,29.51,-0.725991
AXISBANK,Jul-2025,240,2.8,0.761022,-0.008752,0.010848,59,27.12,-0.875382
AXISBANK,Jul-2025,240,3.0,0.761022,-0.009182,0.011735,55,25.45,-0.986811
