fast,slow,sharpe,max_dd,trades,win%
680,2960,-0.012,1.8778,15,13.3
160,1080,-0.0121,2.3768,55,27.3
280,2760,-0.0121,1.9565,24,12.5
320,1760,-0.0121,1.9438,30,16.7
360,1760,-0.0121,1.9496,28,17.9
400,680,-0.0121,2.3267,51,33.3
400,2240,-0.0121,1.9247,21,14.3
440,560,-0.0121,2.46,56,30.4
440,2160,-0.0121,1.8998,21,14.3
440,2200,-0.0121,1.9087,21,19.0
480,1080,-0.0121,2.1738,39,25.6
480,1920,-0.0121,1.9689,23,17.4
840,2960,-0.0121,1.9747,12,25.0
960,2680,-0.0121,1.9425,12,25.0
960,2720,-0.0121,1.9494,12,25.0
1000,2840,-0.0121,1.9649,11,27.3
360,720,-0.0122,2.3921,52,30.8
400,2280,-0.0122,1.9466,20,20.0
440,2440,-0.0122,1.9604,19,15.8
560,2040,-0.0122,1.9387,20,15.0
800,2920,-0.0122,1.9415,14,28.6
920,2760,-0.0122,1.9606,12,25.0
920,2800,-0.0122,1.9731,13,30.8
440,2320,-0.0123,1.9507,19,15.8
440,2880,-0.0123,1.9791,18,16.7
480,1960,-0.0123,1.9891,23,17.4
560,2000,-0.0123,1.9488,20,15.0
920,2720,-0.0123,1.9784,12,25.0
1000,2680,-0.0123,1.9842,12,25.0
1000,2720,-0.0123,2.0059,12,25.0
1000,2760,-0.0123,2.0038,13,23.1
1000,2800,-0.0123,1.9997,11,27.3
80,920,-0.0124,2.6446,83,30.1
80,1440,-0.0124,2.1911,59,20.3
440,2120,-0.0124,1.9704,21,14.3
680,3000,-0.0124,1.9595,15,13.3
800,2960,-0.0124,1.9971,13,23.1
800,3000,-0.0124,2.0197,12,25.0
840,2920,-0.0124,1.9971,12,25.0
880,2840,-0.0124,2.0001,14,21.4
920,2840,-0.0124,2.0158,12,25.0
920,2880,-0.0124,2.0208,11,27.3
960,2760,-0.0124,2.0141,12,25.0
120,520,-0.0125,2.8372,91,34.1
120,1080,-0.0125,2.4543,63,25.4
160,920,-0.0125,2.5557,63,28.6
280,2800,-0.0125,2.0311,24,12.5
440,2240,-0.0125,1.9736,20,15.0
440,2360,-0.0125,1.9886,19,15.8
440,2800,-0.0125,1.9961,18,16.7
480,2000,-0.0125,2.027,22,18.2
480,2120,-0.0125,1.9658,20,15.0
880,2960,-0.0125,2.0426,11,27.3
960,2800,-0.0125,2.0327,12,25.0
440,2080,-0.0126,1.9964,21,14.3
480,2400,-0.0126,2.0093,18,22.2
520,2040,-0.0126,2.0155,21,14.3
560,2080,-0.0126,2.0096,20,15.0
600,1880,-0.0126,2.0812,20,20.0
80,720,-0.0127,2.6755,94,23.4
400,2400,-0.0127,2.0306,19,15.8
440,2040,-0.0127,2.0559,21,14.3
480,520,-0.0127,2.4977,59,33.9
480,1040,-0.0127,2.2711,38,28.9
480,2360,-0.0127,2.0137,18,22.2
480,2760,-0.0127,2.0421,17,23.5
480,3000,-0.0127,2.042,18,11.1
520,1880,-0.0127,2.0669,22,18.2
800,2840,-0.0127,2.0006,14,21.4
1000,2640,-0.0127,2.0266,13,23.1
120,480,-0.0128,2.8575,97,35.1
160,840,-0.0128,2.6566,64,28.1
280,1840,-0.0128,2.019,30,13.3
440,2640,-0.0128,2.0294,20,20.0
480,2640,-0.0128,2.0491,17,17.6
480,2720,-0.0128,2.0354,18,22.2
640,1840,-0.0128,2.0967,20,20.0
840,2880,-0.0128,2.0464,14,28.6
880,2800,-0.0128,2.0446,13,23.1
960,2920,-0.0128,2.0641,11,27.3
120,1040,-0.0129,2.5674,64,26.6
440,2680,-0.0129,2.0601,19,15.8
480,2960,-0.0129,2.075,18,11.1
520,1960,-0.0129,2.069,21,19.0
920,2920,-0.0129,2.0927,11,27.3
120,1440,-0.013,2.217,49,16.3
280,1880,-0.013,2.0544,31,12.9
440,2400,-0.013,2.0686,19,15.8
480,2080,-0.013,2.0783,21,14.3
720,2920,-0.013,2.0438,15,20.0
720,2960,-0.013,2.0604,15,20.0
720,3000,-0.013,2.0495,15,26.7
880,2760,-0.013,2.0873,13,23.1
480,2600,-0.0131,2.0704,17,11.8
480,2800,-0.0131,2.107,18,27.8
520,2000,-0.0131,2.0992,20,15.0
80,640,-0.0132,2.7742,103,29.1
80,880,-0.0132,2.7995,89,27.0
120,1000,-0.0132,2.6103,64,26.6
480,2040,-0.0132,2.1043,21,14.3
480,2520,-0.0132,2.0971,18,16.7
600,2320,-0.0132,2.0998,18,16.7
840,3000,-0.0132,2.1456,12,25.0
120,640,-0.0133,2.9926,92,26.1
120,960,-0.0133,2.6422,70,25.7
440,520,-0.0133,2.5964,58,32.8
440,2600,-0.0133,2.1476,20,15.0
480,2680,-0.0133,2.1231,18,16.7
480,2880,-0.0133,2.125,18,16.7
480,2920,-0.0133,2.1437,18,16.7
520,2400,-0.0133,2.1228,18,16.7
640,1880,-0.0133,2.1605,20,20.0
680,2920,-0.0133,2.1063,18,11.1
840,2800,-0.0133,2.0906,14,21.4
120,560,-0.0134,2.9395,92,30.4
160,880,-0.0134,2.7092,66,27.3
520,1920,-0.0134,2.1519,22,18.2
800,2280,-0.0134,2.1372,17,23.5
840,2840,-0.0134,2.1375,13,23.1
1000,2880,-0.0134,2.155,11,27.3
80,560,-0.0135,2.8557,115,27.8
480,2840,-0.0135,2.168,18,22.2
520,2800,-0.0135,2.165,17,17.6
600,2000,-0.0135,2.2065,20,15.0
640,3000,-0.0135,2.1296,15,13.3
800,2880,-0.0135,2.1226,14,21.4
880,3000,-0.0135,2.1748,11,27.3
920,2600,-0.0135,2.181,13,23.1
920,2680,-0.0135,2.1467,13,23.1
920,2960,-0.0135,2.1738,11,27.3
960,2960,-0.0135,2.1807,11,18.2
80,1000,-0.0136,2.7282,81,27.2
440,2560,-0.0136,2.177,19,15.8
480,2320,-0.0136,2.1425,19,15.8
640,2960,-0.0136,2.1612,17,11.8
760,2960,-0.0136,2.1354,14,21.4
1000,2960,-0.0136,2.1817,11,18.2
520,2240,-0.0137,2.1434,19,15.8
520,2960,-0.0137,2.1879,18,11.1
600,2280,-0.0137,2.2291,18,16.7
640,1920,-0.0137,2.2284,19,15.8
720,2880,-0.0137,2.1653,16,12.5
840,2760,-0.0137,2.1723,15,20.0
1000,2480,-0.0137,2.215,13,23.1
480,2280,-0.0138,2.1725,19,15.8
480,2480,-0.0138,2.2046,18,16.7
520,2080,-0.0138,2.1855,21,14.3
520,2680,-0.0138,2.1973,17,17.6
520,3000,-0.0138,2.2147,18,11.1
560,2120,-0.0138,2.1814,21,19.0
680,2440,-0.0138,2.1722,18,16.7
760,3000,-0.0138,2.185,14,21.4
920,3000,-0.0138,2.2387,11,27.3
960,2520,-0.0138,2.2469,13,23.1
1000,2520,-0.0138,2.2223,13,23.1
80,840,-0.0139,2.8518,89,25.8
520,2360,-0.0139,2.295,18,16.7
520,2440,-0.0139,2.2266,18,16.7
520,2640,-0.0139,2.221,17,17.6
520,2840,-0.0139,2.231,17,17.6
600,3000,-0.0139,2.2013,17,11.8
680,2480,-0.0139,2.207,17,17.6
760,1880,-0.0139,2.2802,19,15.8
760,2920,-0.0139,2.1835,14,21.4
800,2320,-0.0139,2.226,17,17.6
1000,2560,-0.0139,2.2216,13,23.1
1000,2920,-0.0139,2.2495,11,18.2
1000,3000,-0.0139,2.2257,11,18.2
80,1080,-0.014,2.7327,78,23.1
480,2160,-0.014,2.1795,21,14.3
520,2560,-0.014,2.2224,17,17.6
520,2720,-0.014,2.227,17,17.6
520,2760,-0.014,2.241,17,17.6
520,2920,-0.014,2.2489,17,11.8
560,2280,-0.014,2.2704,18,16.7
560,2360,-0.014,2.2287,18,16.7
600,2480,-0.014,2.2134,17,17.6
680,1840,-0.014,2.2794,20,20.0
680,2840,-0.014,2.2238,16,12.5
760,2840,-0.014,2.2143,15,13.3
760,2880,-0.014,2.1966,14,14.3
800,2720,-0.014,2.2239,15,20.0
920,2640,-0.014,2.2443,13,23.1
960,2480,-0.014,2.2916,13,23.1
960,3000,-0.014,2.2606,11,18.2
120,600,-0.0141,3.0781,88,27.3
120,840,-0.0141,2.8775,73,24.7
520,2480,-0.0141,2.245,18,16.7
600,1960,-0.0141,2.2924,20,15.0
640,2360,-0.0141,2.224,18,16.7
640,2480,-0.0141,2.2212,17,17.6
800,2800,-0.0141,2.2353,15,20.0
840,2320,-0.0141,2.2392,16,18.8
880,2240,-0.0141,2.2711,16,18.8
960,2600,-0.0141,2.2415,13,23.1
520,2280,-0.0142,2.2363,18,16.7
520,2880,-0.0142,2.2865,17,11.8
560,2240,-0.0142,2.2883,19,15.8
600,2960,-0.0142,2.27,17,17.6
680,1880,-0.0142,2.3201,20,25.0
680,2360,-0.0142,2.2986,18,16.7
800,2680,-0.0142,2.2547,15,20.0
840,1880,-0.0142,2.3333,18,16.7
840,2640,-0.0142,2.2657,15,20.0
880,2720,-0.0142,2.2585,14,21.4
960,2640,-0.0142,2.2565,13,23.1
480,2560,-0.0143,2.2855,18,16.7
520,2320,-0.0143,2.3253,18,16.7
560,2680,-0.0143,2.2831,16,18.8
600,2560,-0.0143,2.273,17,17.6
640,2000,-0.0143,2.3312,19,15.8
640,2400,-0.0143,2.2716,18,16.7
640,2440,-0.0143,2.2404,17,17.6
640,2520,-0.0143,2.263,17,17.6
640,2600,-0.0143,2.2682,16,18.8
680,2400,-0.0143,2.2794,18,22.2
680,2880,-0.0143,2.2651,16,12.5
720,2360,-0.0143,2.2851,18,22.2
1000,2600,-0.0143,2.2893,13,23.1
520,2160,-0.0144,2.2344,20,15.0
560,2720,-0.0144,2.2841,16,18.8
560,3000,-0.0144,2.2999,17,11.8
600,2520,-0.0144,2.2832,17,17.6
600,2640,-0.0144,2.2902,16,18.8
600,2920,-0.0144,2.3216,17,17.6
640,2320,-0.0144,2.3236,18,16.7
720,2400,-0.0144,2.3061,17,17.6
720,2520,-0.0144,2.2631,16,18.8
720,2840,-0.0144,2.2721,16,12.5
760,2280,-0.0144,2.2673,17,17.6
760,2320,-0.0144,2.291,18,22.2
760,2360,-0.0144,2.2972,17,17.6
760,2480,-0.0144,2.2921,17,17.6
840,2280,-0.0144,2.3009,16,18.8
840,2360,-0.0144,2.2952,16,18.8
1000,2240,-0.0144,2.3489,16,18.8
1000,2440,-0.0144,2.3536,13,23.1
80,1040,-0.0145,2.8199,79,25.3
520,2520,-0.0145,2.3136,18,16.7
520,2600,-0.0145,2.3002,17,17.6
560,2840,-0.0145,2.3277,17,17.6
560,2880,-0.0145,2.3198,17,11.8
600,1920,-0.0145,2.3493,20,15.0
600,2360,-0.0145,2.3116,18,16.7
600,2400,-0.0145,2.304,18,16.7
720,2320,-0.0145,2.3277,18,16.7
800,1880,-0.0145,2.38,19,15.8
960,2360,-0.0145,2.3717,16,18.8
960,2440,-0.0145,2.4018,15,20.0
1000,2280,-0.0145,2.3999,15,20.0
1000,2320,-0.0145,2.3997,15,20.0
80,600,-0.0146,2.9579,110,28.2
480,2200,-0.0146,2.2672,21,14.3
480,2440,-0.0146,2.3237,18,16.7
560,2400,-0.0146,2.3296,18,16.7
560,2560,-0.0146,2.3122,17,17.6
560,2600,-0.0146,2.321,17,17.6
600,2680,-0.0146,2.3171,16,18.8
640,1960,-0.0146,2.3821,19,15.8
640,2560,-0.0146,2.3012,17,17.6
640,2680,-0.0146,2.3171,16,18.8
640,2920,-0.0146,2.3132,17,11.8
720,2240,-0.0146,2.3345,18,16.7
760,2400,-0.0146,2.3221,18,16.7
760,2640,-0.0146,2.3188,15,20.0
800,2640,-0.0146,2.3098,15,20.0
920,2560,-0.0146,2.3336,15,26.7
960,2560,-0.0146,2.3372,13,23.1
80,960,-0.0147,2.9783,83,30.1
480,2240,-0.0147,2.2883,20,15.0
560,2320,-0.0147,2.3958,18,16.7
600,2040,-0.0147,2.3981,20,15.0
600,2440,-0.0147,2.3395,18,16.7
640,2640,-0.0147,2.3191,16,18.8
680,1920,-0.0147,2.3981,19,15.8
680,2720,-0.0147,2.3516,16,18.8
720,2800,-0.0147,2.3396,16,12.5
760,2240,-0.0147,2.3475,17,17.6
760,2440,-0.0147,2.344,17,17.6
800,2400,-0.0147,2.339,16,18.8
840,2560,-0.0147,2.3238,15,20.0
840,2600,-0.0147,2.3338,15,20.0
880,2280,-0.0147,2.361,16,18.8
880,2560,-0.0147,2.3515,15,20.0
560,2640,-0.0148,2.3413,17,17.6
560,2960,-0.0148,2.3716,17,11.8
680,2280,-0.0148,2.3733,18,16.7
680,2600,-0.0148,2.3291,16,18.8
720,2280,-0.0148,2.3724,18,16.7
720,2440,-0.0148,2.3729,18,16.7
720,2560,-0.0148,2.329,16,12.5
720,2640,-0.0148,2.3526,16,18.8
760,2680,-0.0148,2.3488,15,20.0
760,2800,-0.0148,2.347,15,13.3
960,2400,-0.0148,2.4428,15,20.0
560,2440,-0.0149,2.3709,18,16.7
560,2520,-0.0149,2.3524,17,17.6
560,2920,-0.0149,2.3768,17,11.8
600,2600,-0.0149,2.3611,17,17.6
640,2800,-0.0149,2.3838,16,12.5
680,1960,-0.0149,2.4212,19,15.8
680,2560,-0.0149,2.3481,16,12.5
720,2680,-0.0149,2.3538,16,18.8
760,1920,-0.0149,2.428,19,15.8
760,2720,-0.0149,2.3566,15,13.3
760,2760,-0.0149,2.3676,15,13.3
800,2240,-0.0149,2.3354,17,17.6
800,2760,-0.0149,2.3452,15,13.3
840,2680,-0.0149,2.3648,15,20.0
960,2320,-0.0149,2.4209,16,18.8
520,2120,-0.015,2.3712,22,13.6
560,2200,-0.015,2.4091,19,15.8
760,1840,-0.015,2.4472,20,20.0
760,2600,-0.015,2.3815,16,18.8
800,2560,-0.015,2.3914,16,18.8
880,2480,-0.015,2.4228,16,18.8
880,2520,-0.015,2.3968,16,18.8
880,2680,-0.015,2.3612,15,20.0
920,2400,-0.015,2.4594,16,18.8
920,2520,-0.015,2.3896,15,20.0
1000,2400,-0.015,2.4838,14,21.4
560,2480,-0.0151,2.4155,18,16.7
600,2880,-0.0151,2.4188,17,11.8
640,2240,-0.0151,2.4747,19,15.8
640,2280,-0.0151,2.4106,18,16.7
640,2840,-0.0151,2.4205,16,12.5
640,2880,-0.0151,2.4237,17,11.8
680,2520,-0.0151,2.3851,17,17.6
720,2480,-0.0151,2.4181,18,16.7
720,2600,-0.0151,2.3801,16,18.8
640,2040,-0.0152,2.465,19,15.8
640,2120,-0.0152,2.4619,20,15.0
640,2720,-0.0152,2.4179,16,18.8
760,2560,-0.0152,2.3909,16,18.8
840,2240,-0.0152,2.4041,18,16.7
920,2440,-0.0152,2.4778,16,18.8
600,2120,-0.0153,2.4809,21,14.3
640,2080,-0.0153,2.4811,20,15.0
680,2200,-0.0153,2.4818,19,15.8
680,2760,-0.0153,2.4327,16,18.8
720,1880,-0.0153,2.4851,19,15.8
800,2360,-0.0153,2.4252,16,18.8
880,2600,-0.0153,2.4315,15,20.0
880,2640,-0.0153,2.4269,15,20.0
920,1880,-0.0153,2.5167,18,16.7
600,2080,-0.0154,2.4951,20,20.0
600,2720,-0.0154,2.4429,16,18.8
640,2760,-0.0154,2.4536,16,12.5
680,2000,-0.0154,2.5099,19,15.8
680,2680,-0.0154,2.4535,16,18.8
680,2800,-0.0154,2.4634,16,12.5
720,1920,-0.0154,2.5099,19,15.8
720,2160,-0.0154,2.4375,19,15.8
760,2520,-0.0154,2.4579,17,17.6
800,1920,-0.0154,2.5271,19,15.8
840,2720,-0.0154,2.4212,15,20.0
920,2200,-0.0154,2.4592,18,22.2
560,2760,-0.0155,2.4678,17,11.8
600,2160,-0.0155,2.5238,19,15.8
600,2200,-0.0155,2.5231,19,15.8
600,2240,-0.0155,2.5261,19,15.8
600,2800,-0.0155,2.4735,16,12.5
680,2240,-0.0155,2.4486,19,15.8
720,2760,-0.0155,2.4665,16,12.5
880,2200,-0.0155,2.463,17,17.6
920,2160,-0.0155,2.4619,17,17.6
920,2320,-0.0155,2.5068,16,18.8
920,2360,-0.0155,2.5229,16,18.8
1000,2360,-0.0155,2.5537,15,20.0
600,2760,-0.0156,2.4859,16,18.8
680,2320,-0.0156,2.4956,18,16.7
680,2640,-0.0156,2.462,16,18.8
720,1840,-0.0156,2.5409,20,20.0
720,2720,-0.0156,2.4627,16,12.5
840,2480,-0.0156,2.4979,16,18.8
880,2160,-0.0156,2.4909,17,17.6
960,2080,-0.0156,2.4829,19,15.8
520,2200,-0.0157,2.4322,20,15.0
680,2160,-0.0157,2.5419,19,15.8
720,1960,-0.0157,2.547,19,15.8
760,2200,-0.0157,2.4845,18,16.7
800,2440,-0.0157,2.5049,16,18.8
840,2400,-0.0157,2.502,16,18.8
840,2440,-0.0157,2.5108,16,18.8
880,2440,-0.0157,2.5444,16,18.8
920,2280,-0.0157,2.5248,16,18.8
120,920,-0.0158,3.0284,69,27.5
720,2120,-0.0158,2.5877,19,15.8
720,2200,-0.0158,2.4995,18,16.7
800,2600,-0.0158,2.4958,15,20.0
840,1920,-0.0158,2.575,19,15.8
880,1880,-0.0158,2.5838,18,16.7
880,2360,-0.0158,2.5329,16,18.8
960,2120,-0.0158,2.5189,17,17.6
1000,2200,-0.0158,2.5639,17,17.6
120,880,-0.0159,3.1025,74,25.7
560,2800,-0.0159,2.5249,17,17.6
680,2040,-0.0159,2.5937,19,15.8
800,2200,-0.0159,2.5184,18,16.7
800,2520,-0.0159,2.5459,16,18.8
840,2520,-0.0159,2.5626,16,18.8
1000,1880,-0.0159,2.5333,18,16.7
880,2320,-0.016,2.561,16,18.8
880,2400,-0.016,2.555,16,18.8
960,1880,-0.016,2.5515,18,16.7
960,2200,-0.016,2.5709,17,23.5
960,2240,-0.016,2.5959,17,17.6
960,2280,-0.016,2.6068,16,18.8
560,2160,-0.0161,2.6198,21,14.3
760,1960,-0.0161,2.601,19,15.8
760,2000,-0.0161,2.604,19,15.8
880,1920,-0.0161,2.6365,18,16.7
760,2160,-0.0162,2.5674,19,15.8
800,2480,-0.0162,2.5948,16,18.8
840,1960,-0.0162,2.6526,19,15.8
680,2120,-0.0163,2.646,19,15.8
720,2040,-0.0163,2.65,19,15.8
920,2240,-0.0163,2.6129,16,18.8
640,2160,-0.0164,2.645,19,15.8
720,2000,-0.0164,2.6587,19,15.8
960,1920,-0.0164,2.6133,18,16.7
600,2840,-0.0165,2.6226,17,11.8
640,2200,-0.0165,2.6699,19,15.8
680,2080,-0.0165,2.664,19,15.8
880,1960,-0.0165,2.6265,19,15.8
920,1920,-0.0165,2.6225,18,16.7
920,2120,-0.0165,2.6258,19,15.8
1000,2080,-0.0165,2.6218,17,17.6
1000,2120,-0.0165,2.6172,17,17.6
1000,2160,-0.0165,2.6668,19,15.8
800,1960,-0.0166,2.6929,19,15.8
800,2160,-0.0166,2.6175,19,15.8
920,2480,-0.0166,2.6817,16,18.8
1000,1920,-0.0166,2.6404,18,16.7
760,2120,-0.0168,2.6445,19,15.8
840,2160,-0.0168,2.6558,19,15.8
960,1960,-0.0168,2.6873,18,16.7
960,2160,-0.0168,2.6562,17,17.6
720,2080,-0.0169,2.7478,19,15.8
800,2120,-0.0169,2.6802,19,15.8
840,2000,-0.0169,2.6915,19,15.8
1000,1960,-0.0169,2.6903,18,16.7
760,2080,-0.017,2.7497,19,15.8
800,2000,-0.017,2.7614,19,15.8
760,2040,-0.0171,2.7625,19,15.8
840,2080,-0.0171,2.7352,19,15.8
840,2200,-0.0171,2.7059,17,17.6
960,2000,-0.0171,2.7313,19,15.8
960,2040,-0.0171,2.6892,19,15.8
840,2120,-0.0173,2.7562,19,15.8
800,2040,-0.0174,2.8077,19,15.8
840,2040,-0.0174,2.8002,19,15.8
920,1960,-0.0175,2.7893,19,15.8
800,2080,-0.0176,2.7718,19,15.8
880,2120,-0.0177,2.7801,19,15.8
920,2040,-0.0177,2.8272,19,15.8
1000,2000,-0.0179,2.8101,19,15.8
880,2000,-0.018,2.8641,19,15.8
880,2040,-0.018,2.8692,19,15.8
920,2000,-0.018,2.8712,19,15.8
880,2080,-0.0181,2.8822,19,15.8
920,2080,-0.0181,2.8362,19,15.8
1000,2040,-0.0183,2.8867,19,15.8
240,240,,0.0,0,0.0
280,280,,0.0,0,0.0
320,320,,0.0,0,0.0
360,360,,0.0,0,0.0
400,400,,0.0,0,0.0
440,440,,0.0,0,0.0
480,480,,0.0,0,0.0
520,520,,0.0,0,0.0
560,560,,0.0,0,0.0
600,600,,0.0,0,0.0
640,640,,0.0,0,0.0
680,680,,0.0,0,0.0
720,720,,0.0,0,0.0
760,760,,0.0,0,0.0
800,800,,0.0,0,0.0
840,840,,0.0,0,0.0
880,880,,0.0,0,0.0
920,920,,0.0,0,0.0
960,960,,0.0,0,0.0
1000,1000,,0.0,0,0.0
