symbol,atr_mean,sharpe,drawdown,trades,win_rate,expectancy,fast,mid1,mid2,mid3,atr_mult
TECHM,1.3626762747858496,-inf,0.0,34,29.411764705882355,-3.2764705882353042,80,220,560,1520,1.0
