datetime,close,supertrend,in_uptrend
2025-07-01 09:35:00,12417.0,12367.6,True
2025-07-01 09:36:00,12422.0,12367.6,True
2025-07-01 09:37:00,12437.0,12367.6,True
2025-07-01 09:38:00,12430.0,12367.6,True
2025-07-01 09:39:00,12431.0,12367.6,True
2025-07-01 09:40:00,12420.0,12367.6,True
2025-07-01 09:41:00,12422.0,12367.6,True
2025-07-01 09:42:00,12439.0,12367.6,True
2025-07-01 09:43:00,12440.0,12367.6,True
2025-07-01 09:44:00,12428.0,12367.6,True
2025-07-01 09:45:00,12415.0,12367.6,True
2025-07-01 09:46:00,12403.0,12367.6,True
2025-07-01 09:47:00,12413.0,12367.6,True
2025-07-01 09:48:00,12417.0,12367.6,True
2025-07-01 09:49:00,12417.0,12367.6,True
2025-07-01 09:50:00,12417.0,12367.6,True
2025-07-01 09:51:00,12425.0,12367.6,True
2025-07-01 09:52:00,12423.0,12367.6,True
2025-07-01 09:53:00,12421.0,12367.6,True
2025-07-01 09:54:00,12422.0,12367.6,True
2025-07-01 09:55:00,12432.0,12367.6,True
2025-07-01 09:56:00,12432.0,12367.6,True
2025-07-01 09:57:00,12431.0,12367.6,True
2025-07-01 09:58:00,12445.0,12367.6,True
2025-07-01 09:59:00,12446.0,12367.6,True
2025-07-01 10:00:00,12439.0,12367.6,True
2025-07-01 10:01:00,12438.0,12367.6,True
2025-07-01 10:02:00,12428.0,12367.6,True
2025-07-01 10:03:00,12431.0,12367.6,True
2025-07-01 10:04:00,12428.0,12367.6,True
2025-07-01 10:05:00,12430.0,12367.6,True
2025-07-01 10:06:00,12432.0,12367.6,True
2025-07-01 10:07:00,12433.0,12367.6,True
2025-07-01 10:08:00,12422.0,12367.6,True
2025-07-01 10:09:00,12407.0,12367.6,True
2025-07-01 10:10:00,12407.0,12367.6,True
2025-07-01 10:11:00,12400.0,12367.6,True
2025-07-01 10:12:00,12401.0,12367.6,True
2025-07-01 10:13:00,12397.0,12367.6,True
2025-07-01 10:14:00,12393.0,12367.6,True
2025-07-01 10:15:00,12393.0,12367.6,True
2025-07-01 10:16:00,12397.0,12367.6,True
2025-07-01 10:17:00,12409.0,12367.6,True
2025-07-01 10:18:00,12389.0,12367.6,True
2025-07-01 10:19:00,12380.0,12367.6,True
2025-07-01 10:20:00,12372.0,12367.6,True
2025-07-01 10:21:00,12368.0,12367.6,True
2025-07-01 10:22:00,12373.0,12367.6,True
2025-07-01 10:23:00,12366.0,12367.6,False
2025-07-01 10:24:00,12375.0,12367.6,True
2025-07-01 10:25:00,12364.0,12367.6,False
2025-07-01 10:26:00,12370.0,12367.6,True
2025-07-01 10:27:00,12368.0,12367.6,True
2025-07-01 10:28:00,12371.0,12367.6,True
2025-07-01 10:29:00,12365.0,12367.6,False
2025-07-01 10:30:00,12378.0,12367.6,True
2025-07-01 10:31:00,12374.0,12367.6,True
2025-07-01 10:32:00,12378.0,12367.6,True
2025-07-01 10:33:00,12379.0,12367.6,True
2025-07-01 10:34:00,12377.0,12367.6,True
2025-07-01 10:35:00,12362.0,12367.6,False
2025-07-01 10:36:00,12360.0,12367.6,False
2025-07-01 10:37:00,12372.0,12367.6,True
2025-07-01 10:38:00,12372.0,12367.6,True
2025-07-01 10:39:00,12366.0,12367.6,False
2025-07-01 10:40:00,12361.0,12367.6,False
2025-07-01 10:41:00,12360.0,12367.6,False
2025-07-01 10:42:00,12368.0,12367.6,True
2025-07-01 10:43:00,12361.0,12367.6,False
2025-07-01 10:44:00,12362.0,12367.6,False
2025-07-01 10:45:00,12356.0,12367.6,False
2025-07-01 10:46:00,12351.0,12367.6,False
2025-07-01 10:47:00,12357.0,12367.6,False
2025-07-01 10:48:00,12350.0,12367.6,False
2025-07-01 10:49:00,12351.0,12367.6,False
2025-07-01 10:50:00,12351.0,12367.6,False
2025-07-01 10:51:00,12348.0,12367.6,False
2025-07-01 10:52:00,12348.0,12367.6,False
2025-07-01 10:53:00,12345.0,12367.6,False
2025-07-01 10:54:00,12341.0,12367.6,False
2025-07-01 10:55:00,12340.0,12367.6,False
2025-07-01 10:56:00,12341.0,12367.6,False
2025-07-01 10:57:00,12338.0,12367.6,False
2025-07-01 10:58:00,12333.0,12367.6,False
2025-07-01 10:59:00,12336.0,12367.6,False
2025-07-01 11:00:00,12342.0,12367.6,False
2025-07-01 11:01:00,12340.0,12367.6,False
2025-07-01 11:02:00,12339.0,12367.6,False
2025-07-01 11:03:00,12332.0,12367.6,False
2025-07-01 11:04:00,12328.0,12367.6,False
2025-07-01 11:05:00,12337.0,12367.6,False
2025-07-01 11:06:00,12330.0,12367.6,False
2025-07-01 11:07:00,12332.0,12367.6,False
2025-07-01 11:08:00,12333.0,12367.6,False
2025-07-01 11:09:00,12346.0,12367.6,False
2025-07-01 11:10:00,12336.0,12367.6,False
2025-07-01 11:11:00,12337.0,12367.6,False
2025-07-01 11:12:00,12332.0,12367.6,False
2025-07-01 11:13:00,12333.0,12367.6,False
2025-07-01 11:14:00,12331.0,12367.6,False
2025-07-01 11:15:00,12330.0,12367.6,False
2025-07-01 11:16:00,12323.0,12367.6,False
2025-07-01 11:17:00,12333.0,12367.6,False
2025-07-01 11:18:00,12328.0,12367.6,False
2025-07-01 11:19:00,12329.0,12367.6,False
2025-07-01 11:20:00,12329.0,12367.6,False
2025-07-01 11:21:00,12337.0,12367.6,False
2025-07-01 11:22:00,12335.0,12367.6,False
2025-07-01 11:23:00,12339.0,12367.6,False
2025-07-01 11:24:00,12330.0,12367.6,False
2025-07-01 11:25:00,12330.0,12367.6,False
2025-07-01 11:26:00,12332.0,12367.6,False
2025-07-01 11:27:00,12332.0,12367.6,False
2025-07-01 11:28:00,12330.0,12367.6,False
2025-07-01 11:29:00,12336.0,12367.6,False
2025-07-01 11:30:00,12339.0,12367.6,False
2025-07-01 11:31:00,12341.0,12367.6,False
2025-07-01 11:32:00,12343.0,12367.6,False
2025-07-01 11:33:00,12343.0,12367.6,False
2025-07-01 11:34:00,12340.0,12367.6,False
2025-07-01 11:35:00,12347.0,12367.6,False
2025-07-01 11:36:00,12355.0,12367.6,False
2025-07-01 11:37:00,12357.0,12367.6,False
2025-07-01 11:38:00,12365.0,12367.6,False
2025-07-01 11:39:00,12367.0,12367.6,False
2025-07-01 11:40:00,12367.0,12367.6,False
2025-07-01 11:41:00,12368.0,12367.6,True
2025-07-01 11:42:00,12371.0,12367.6,True
2025-07-01 11:43:00,12367.0,12367.6,False
2025-07-01 11:44:00,12374.0,12367.6,True
2025-07-01 11:45:00,12378.0,12367.6,True
2025-07-01 11:46:00,12391.0,12367.6,True
2025-07-01 11:47:00,12394.0,12367.6,True
2025-07-01 11:48:00,12407.0,12367.6,True
2025-07-01 11:49:00,12404.0,12367.6,True
2025-07-01 11:50:00,12399.0,12367.6,True
2025-07-01 11:51:00,12406.0,12367.6,True
2025-07-01 11:52:00,12395.0,12367.6,True
2025-07-01 11:53:00,12399.0,12367.6,True
2025-07-01 11:54:00,12400.0,12367.6,True
2025-07-01 11:55:00,12394.0,12367.6,True
2025-07-01 11:56:00,12401.0,12367.6,True
2025-07-01 11:57:00,12405.0,12367.6,True
2025-07-01 11:58:00,12406.0,12367.6,True
2025-07-01 11:59:00,12406.0,12367.6,True
2025-07-01 12:00:00,12410.0,12367.6,True
2025-07-01 12:01:00,12414.0,12367.6,True
2025-07-01 12:02:00,12411.0,12367.6,True
2025-07-01 12:03:00,12416.0,12367.6,True
2025-07-01 12:04:00,12417.0,12367.6,True
2025-07-01 12:05:00,12411.0,12367.6,True
2025-07-01 12:06:00,12412.0,12367.6,True
