symbol,window,period,mult,vol_baseline,sharpe,drawdown,trades,win_rate
AXISBANK,Jan-Jun,20,1.4,1.0126983606557425,0.003966367,1.5300197855978788,65,46.15384615384615
AXISBANK,Jan-Feb,20,1.4,0.8980771929824575,0.003894697,0.4666241708332539,10,60
AXISBANK,Feb-Mar,20,1.4,0.9378385964912288,0.012093866310329942,0.528062012,7,28.57142857142857
AXISBANK,Mar-Apr,20,1.4,1.2468296296296355,0.00723195,0.9118226090560527,9,44.44444444444444
AXISBANK,Jan-Jun,20,1.6,1.0126983606557425,0.004225436,1.5285246522568892,45,53.333333333333336
AXISBANK,Jan-Feb,20,1.6,0.8980771929824575,0.004519686,0.4666799482020157,7,71.42857142857143
AXISBANK,Feb-Mar,20,1.6,0.9378385964912288,0.012652278322763827,0.49167098393974773,3,66.66666666666666
AXISBANK,Mar-Apr,20,1.6,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,20,1.8,1.0126983606557425,0.003992426,1.551948407932188,31,58.06451612903226
AXISBANK,Jan-Feb,20,1.8,0.8980771929824575,0.00459128,0.4666567060112591,6,66.66666666666666
AXISBANK,Feb-Mar,20,1.8,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,20,1.8,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,20,2,1.0126983606557425,0.003826954,1.551948407932188,24,58.333333333333336
AXISBANK,Jan-Feb,20,2,0.8980771929824575,0.004425511,0.46671016651143227,3,33.33333333333333
AXISBANK,Feb-Mar,20,2,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,20,2,1.2468296296296355,0.006779198,0.9120971324218907,5,40
AXISBANK,Jan-Jun,20,2.2,1.0126983606557425,0.003872453,1.551948407932188,18,61.111111111111114
AXISBANK,Jan-Feb,20,2.2,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,20,2.2,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,20,2.2,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,20,2.4,1.0126983606557425,0.003863568,1.5523429710867471,11,63.63636363636363
AXISBANK,Jan-Feb,20,2.4,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,20,2.4,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,20,2.4,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,20,2.6,1.0126983606557425,0.003810133,1.5857427716849561,8,62.5
AXISBANK,Jan-Feb,20,2.6,0.8980771929824575,0.004099533,0.48912420865979334,0,0
AXISBANK,Feb-Mar,20,2.6,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,20,2.6,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,20,2.8,1.0126983606557425,0.0037476,1.5857427716849561,6,50
AXISBANK,Jan-Feb,20,2.8,0.8980771929824575,0.004099533,0.48912420865979334,0,0
AXISBANK,Feb-Mar,20,2.8,0.9378385964912288,0.012280335397893735,0.49170772534113516,1,100
AXISBANK,Mar-Apr,20,2.8,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,20,3,1.0126983606557425,0.003696503,1.5857427716849561,5,60
AXISBANK,Jan-Feb,20,3,0.8980771929824575,0.004099533,0.48912420865979334,0,0
AXISBANK,Feb-Mar,20,3,0.9378385964912288,0.012280335397893735,0.49170772534113516,1,100
AXISBANK,Mar-Apr,20,3,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,30,1.4,1.0126983606557425,0.003905314,1.5469646301289193,85,50.588235294117645
AXISBANK,Jan-Feb,30,1.4,0.8980771929824575,0.003300975,0.4667892175178009,13,53.84615384615385
AXISBANK,Feb-Mar,30,1.4,0.9378385964912288,0.011687121315176453,0.5280435984676772,11,54.54545454545454
AXISBANK,Mar-Apr,30,1.4,1.2468296296296355,0.007392168,0.9116561753852797,10,50
AXISBANK,Jan-Jun,30,1.6,1.0126983606557425,0.003851168,1.5330100522798218,55,49.09090909090909
AXISBANK,Jan-Feb,30,1.6,0.8980771929824575,0.003966161,0.4666009341978185,9,55.55555555555556
AXISBANK,Feb-Mar,30,1.6,0.9378385964912288,0.011987477588676475,0.5355345880618131,6,33.33333333333333
AXISBANK,Mar-Apr,30,1.6,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,30,1.8,1.0126983606557425,0.00410726,1.551948407932188,41,53.65853658536586
AXISBANK,Jan-Feb,30,1.8,0.8980771929824575,0.00459128,0.4666567060112591,6,66.66666666666666
AXISBANK,Feb-Mar,30,1.8,0.9378385964912288,0.012696563540748638,0.4847210736596654,5,40
AXISBANK,Mar-Apr,30,1.8,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,30,2,1.0126983606557425,0.003991616,1.551948407932188,29,58.620689655172406
AXISBANK,Jan-Feb,30,2,0.8980771929824575,0.004569828,0.4666636784253997,5,60
AXISBANK,Feb-Mar,30,2,0.9378385964912288,0.012398009507491292,0.49167098393974773,2,50
AXISBANK,Mar-Apr,30,2,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,30,2.2,1.0126983606557425,0.00391641,1.551948407932188,25,56.00000000000001
AXISBANK,Jan-Feb,30,2.2,0.8980771929824575,0.004425511,0.46671016651143227,3,33.33333333333333
AXISBANK,Feb-Mar,30,2.2,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,30,2.2,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,30,2.4,1.0126983606557425,0.003801097,1.551948407932188,19,63.15789474
AXISBANK,Jan-Feb,30,2.4,0.8980771929824575,0.004171089,0.48414331040460196,2,50
AXISBANK,Feb-Mar,30,2.4,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,30,2.4,1.2468296296296355,0.006779198,0.9120971324218907,5,40
AXISBANK,Jan-Jun,30,2.6,1.0126983606557425,0.003883935,1.5523429710867471,15,53.333333333333336
AXISBANK,Jan-Feb,30,2.6,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,30,2.6,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,30,2.6,1.2468296296296355,0.007035758,0.9118271081067709,4,25
AXISBANK,Jan-Jun,30,2.8,1.0126983606557425,0.00393806,1.5523429710867471,12,58.333333333333336
AXISBANK,Jan-Feb,30,2.8,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,30,2.8,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,30,2.8,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,30,3,1.0126983606557425,0.003795105,1.5523429710867471,8,62.5
AXISBANK,Jan-Feb,30,3,0.8980771929824575,0.004099533,0.48912420865979334,0,0
AXISBANK,Feb-Mar,30,3,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,30,3,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,40,1.4,1.0126983606557425,0.003750838,1.547961385689573,99,48.484848484848484
AXISBANK,Jan-Feb,40,1.4,0.8980771929824575,0.003300975,0.4667892175178009,13,53.84615384615385
AXISBANK,Feb-Mar,40,1.4,0.9378385964912288,0.011310469013608179,0.5315306788349202,13,46.15384615384615
AXISBANK,Mar-Apr,40,1.4,1.2468296296296355,0.007264141,0.9723913826005094,14,50
AXISBANK,Jan-Jun,40,1.6,1.0126983606557425,0.003871883,1.5330100522798218,67,50.74626865671642
AXISBANK,Jan-Feb,40,1.6,0.8980771929824575,0.003464232,0.4667659644421012,11,54.54545454545454
AXISBANK,Feb-Mar,40,1.6,0.9378385964912288,0.011441137490015199,0.5355345880618131,8,37.5
AXISBANK,Mar-Apr,40,1.6,1.2468296296296355,0.007218823,0.9118451047536306,8,50
AXISBANK,Jan-Jun,40,1.8,1.0126983606557425,0.003944246,1.551948407932188,45,53.333333333333336
AXISBANK,Jan-Feb,40,1.8,0.8980771929824575,0.00459128,0.4666567060112591,6,66.66666666666666
AXISBANK,Feb-Mar,40,1.8,0.9378385964912288,0.011987477588676475,0.5355345880618131,6,33.33333333333333
AXISBANK,Mar-Apr,40,1.8,1.2468296296296355,0.007136357,0.9119305985284721,7,57.14285714285714
AXISBANK,Jan-Jun,40,2,1.0126983606557425,0.004108491,1.551948407932188,38,55.26315789473685
AXISBANK,Jan-Feb,40,2,0.8980771929824575,0.00459128,0.4666567060112591,6,66.66666666666666
AXISBANK,Feb-Mar,40,2,0.9378385964912288,0.012696563540748638,0.4847210736596654,5,40
AXISBANK,Mar-Apr,40,2,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,40,2.2,1.0126983606557425,0.003887266,1.551948407932188,27,55.55555555555556
AXISBANK,Jan-Feb,40,2.2,0.8980771929824575,0.004418337,0.46671249115886515,4,50
AXISBANK,Feb-Mar,40,2.2,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,40,2.2,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,40,2.4,1.0126983606557425,0.003934139,1.551948407932188,22,59.09090909090909
AXISBANK,Jan-Feb,40,2.4,0.8980771929824575,0.004425511,0.46671016651143227,3,33.33333333333333
AXISBANK,Feb-Mar,40,2.4,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,40,2.4,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,40,2.6,1.0126983606557425,0.003801097,1.551948407932188,19,63.15789474
AXISBANK,Jan-Feb,40,2.6,0.8980771929824575,0.004171089,0.48414331040460196,2,50
AXISBANK,Feb-Mar,40,2.6,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,40,2.6,1.2468296296296355,0.006779198,0.9120971324218907,5,40
AXISBANK,Jan-Jun,40,2.8,1.0126983606557425,0.003874694,1.551948407932188,16,56.25
AXISBANK,Jan-Feb,40,2.8,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,40,2.8,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,40,2.8,1.2468296296296355,0.006779198,0.9120971324218907,5,40
AXISBANK,Jan-Jun,40,3,1.0126983606557425,0.003991886,1.5523429710867471,13,53.84615384615385
AXISBANK,Jan-Feb,40,3,0.8980771929824575,0.004156744,0.4851394900556439,1,100
AXISBANK,Feb-Mar,40,3,0.9378385964912288,0.012095878998987035,0.49177387370330494,2,50
AXISBANK,Mar-Apr,40,3,1.2468296296296355,0.007304849,0.9115437545934766,3,33.33333333333333
AXISBANK,Jan-Jun,60,1.4,1.0126983606557425,0.003704473,1.598297541502395,110,46.36363636363636
AXISBANK,Jan-Feb,60,1.4,0.8980771929824575,0.002922128,0.4667659644421012,15,53.333333333333336
AXISBANK,Feb-Mar,60,1.4,0.9378385964912288,0.011691453,0.5314168459638254,17,47.05882352941176
AXISBANK,Mar-Apr,60,1.4,1.2468296296296355,0.006925304,0.9727751222135107,15,40
AXISBANK,Jan-Jun,60,1.6,1.0126983606557425,0.003673753,1.5509516523715159,83,49.39759036144578
AXISBANK,Jan-Feb,60,1.6,0.8980771929824575,0.003372622,0.4667659644421012,12,50
AXISBANK,Feb-Mar,60,1.6,0.9378385964912288,0.01125371,0.535515914,11,45.45454545454545
AXISBANK,Mar-Apr,60,1.6,1.2468296296296355,0.007090325,0.9725928081397965,12,50
AXISBANK,Jan-Jun,60,1.8,1.0126983606557425,0.003657016,1.551948407932188,53,47.16981132075472
AXISBANK,Jan-Feb,60,1.8,0.8980771929824575,0.004684172,0.46662649462408784,8,50
AXISBANK,Feb-Mar,60,1.8,0.9378385964912288,0.011441137490015199,0.5355345880618131,8,37.5
AXISBANK,Mar-Apr,60,1.8,1.2468296296296355,0.006670406,0.9662121817742148,8,62.5
AXISBANK,Jan-Jun,60,2,1.0126983606557425,0.004064196,1.551948407932188,39,53.84615384615385
AXISBANK,Jan-Feb,60,2,0.8980771929824575,0.00459128,0.4666567060112591,6,66.66666666666666
AXISBANK,Feb-Mar,60,2,0.9378385964912288,0.012696563540748638,0.4847210736596654,5,40
AXISBANK,Mar-Apr,60,2,1.2468296296296355,0.007136357,0.9119305985284721,7,57.14285714285714
AXISBANK,Jan-Jun,60,2.2,1.0126983606557425,0.004103533,1.551948407932188,36,52.77777777777778
AXISBANK,Jan-Feb,60,2.2,0.8980771929824575,0.004569828,0.4666636784253997,5,60
AXISBANK,Feb-Mar,60,2.2,0.9378385964912288,0.012696563540748638,0.4847210736596654,5,40
AXISBANK,Mar-Apr,60,2.2,1.2468296296296355,0.007136357,0.9119305985284721,7,57.14285714285714
AXISBANK,Jan-Jun,60,2.4,1.0126983606557425,0.00393118,1.551948407932188,26,57.692307692307686
AXISBANK,Jan-Feb,60,2.4,0.8980771929824575,0.004418337,0.46671249115886515,4,50
AXISBANK,Feb-Mar,60,2.4,0.9378385964912288,0.012398009507491292,0.49167098393974773,2,50
AXISBANK,Mar-Apr,60,2.4,1.2468296296296355,0.006975992,0.9120971324218907,6,50
AXISBANK,Jan-Jun,60,2.6,1.0126983606557425,0.00389281,1.551948407932188,21,61.904761904761905
