datetime,close,supertrend,in_uptrend
2025-04-01 09:35:00,11467.55,11401.542500000001,True
2025-04-01 09:36:00,11466.6,11401.542500000001,True
2025-04-01 09:37:00,11466.3,11401.542500000001,True
2025-04-01 09:38:00,11454.6,11401.542500000001,True
2025-04-01 09:39:00,11465.35,11401.542500000001,True
2025-04-01 09:40:00,11465.6,11401.542500000001,True
2025-04-01 09:41:00,11500.1,11401.542500000001,True
2025-04-01 09:42:00,11482.3,11401.542500000001,True
2025-04-01 09:43:00,11488.5,11401.542500000001,True
2025-04-01 09:44:00,11487.7,11401.542500000001,True
2025-04-01 09:45:00,11487.55,11401.542500000001,True
2025-04-01 09:46:00,11497.0,11401.542500000001,True
2025-04-01 09:47:00,11504.6,11401.542500000001,True
2025-04-01 09:48:00,11500.8,11401.542500000001,True
2025-04-01 09:49:00,11516.65,11401.542500000001,True
2025-04-01 09:50:00,11518.1,11401.542500000001,True
2025-04-01 09:51:00,11496.65,11401.542500000001,True
2025-04-01 09:52:00,11491.5,11401.542500000001,True
2025-04-01 09:53:00,11506.0,11401.542500000001,True
2025-04-01 09:54:00,11508.2,11401.542500000001,True
2025-04-01 09:55:00,11505.9,11401.542500000001,True
2025-04-01 09:56:00,11507.55,11401.542500000001,True
2025-04-01 09:57:00,11508.95,11401.542500000001,True
2025-04-01 09:58:00,11508.25,11401.542500000001,True
2025-04-01 09:59:00,11530.25,11401.542500000001,True
2025-04-01 10:00:00,11513.2,11401.542500000001,True
2025-04-01 10:01:00,11516.95,11401.542500000001,True
2025-04-01 10:02:00,11506.55,11401.542500000001,True
2025-04-01 10:03:00,11508.15,11401.542500000001,True
2025-04-01 10:04:00,11517.25,11401.542500000001,True
2025-04-01 10:05:00,11520.0,11401.542500000001,True
2025-04-01 10:06:00,11514.0,11401.542500000001,True
2025-04-01 10:07:00,11500.0,11401.542500000001,True
2025-04-01 10:08:00,11516.85,11401.542500000001,True
2025-04-01 10:09:00,11513.95,11401.542500000001,True
2025-04-01 10:10:00,11516.0,11401.542500000001,True
2025-04-01 10:11:00,11514.25,11401.542500000001,True
2025-04-01 10:12:00,11515.25,11401.542500000001,True
2025-04-01 10:13:00,11511.3,11401.542500000001,True
2025-04-01 10:14:00,11514.1,11401.542500000001,True
2025-04-01 10:15:00,11518.3,11401.542500000001,True
2025-04-01 10:16:00,11516.45,11401.542500000001,True
2025-04-01 10:17:00,11516.6,11401.542500000001,True
2025-04-01 10:18:00,11519.3,11401.542500000001,True
2025-04-01 10:19:00,11508.75,11401.542500000001,True
2025-04-01 10:20:00,11514.0,11401.542500000001,True
2025-04-01 10:21:00,11513.7,11401.542500000001,True
2025-04-01 10:22:00,11514.0,11401.542500000001,True
2025-04-01 10:23:00,11473.7,11401.542500000001,True
2025-04-01 10:24:00,11462.0,11401.542500000001,True
2025-04-01 10:25:00,11454.0,11401.542500000001,True
2025-04-01 10:26:00,11425.25,11401.542500000001,True
2025-04-01 10:27:00,11429.75,11401.542500000001,True
2025-04-01 10:28:00,11421.05,11401.542500000001,True
2025-04-01 10:29:00,11417.75,11401.542500000001,True
2025-04-01 10:30:00,11410.0,11401.542500000001,True
2025-04-01 10:31:00,11412.0,11401.542500000001,True
2025-04-01 10:32:00,11401.0,11401.542500000001,False
2025-04-01 10:33:00,11405.7,11401.542500000001,True
2025-04-01 10:34:00,11407.5,11401.542500000001,True
2025-04-01 10:35:00,11405.55,11401.542500000001,True
2025-04-01 10:36:00,11398.6,11401.542500000001,False
2025-04-01 10:37:00,11411.95,11401.542500000001,True
2025-04-01 10:38:00,11411.95,11401.542500000001,True
2025-04-01 10:39:00,11415.15,11401.542500000001,True
2025-04-01 10:40:00,11414.0,11401.542500000001,True
2025-04-01 10:41:00,11407.0,11401.542500000001,True
2025-04-01 10:42:00,11408.4,11401.542500000001,True
2025-04-01 10:43:00,11405.2,11401.542500000001,True
2025-04-01 10:44:00,11412.65,11401.542500000001,True
2025-04-01 10:45:00,11423.3,11401.542500000001,True
2025-04-01 10:46:00,11421.25,11401.542500000001,True
2025-04-01 10:47:00,11421.5,11401.542500000001,True
2025-04-01 10:48:00,11409.2,11401.542500000001,True
2025-04-01 10:49:00,11409.85,11401.542500000001,True
2025-04-01 10:50:00,11401.05,11401.542500000001,False
2025-04-01 10:51:00,11409.5,11401.542500000001,True
2025-04-01 10:52:00,11401.95,11401.542500000001,True
2025-04-01 10:53:00,11403.3,11401.542500000001,True
2025-04-01 10:54:00,11405.25,11401.542500000001,True
2025-04-01 10:55:00,11406.65,11401.542500000001,True
2025-04-01 10:56:00,11390.7,11401.542500000001,False
2025-04-01 10:57:00,11396.7,11401.542500000001,False
2025-04-01 10:58:00,11390.0,11401.542500000001,False
2025-04-01 10:59:00,11385.35,11401.542500000001,False
2025-04-01 11:00:00,11380.95,11401.542500000001,False
2025-04-01 11:01:00,11385.3,11401.542500000001,False
2025-04-01 11:02:00,11381.8,11401.542500000001,False
2025-04-01 11:03:00,11383.25,11401.542500000001,False
2025-04-01 11:04:00,11363.45,11401.542500000001,False
2025-04-01 11:05:00,11369.6,11401.542500000001,False
2025-04-01 11:06:00,11369.8,11401.542500000001,False
2025-04-01 11:07:00,11374.75,11401.542500000001,False
2025-04-01 11:08:00,11364.0,11401.542500000001,False
2025-04-01 11:09:00,11368.5,11401.542500000001,False
2025-04-01 11:10:00,11360.15,11401.542500000001,False
2025-04-01 11:11:00,11368.5,11401.542500000001,False
2025-04-01 11:12:00,11374.6,11401.542500000001,False
2025-04-01 11:13:00,11372.05,11401.542500000001,False
2025-04-01 11:14:00,11361.6,11401.542500000001,False
2025-04-01 11:15:00,11367.2,11401.542500000001,False
2025-04-01 11:16:00,11373.95,11401.542500000001,False
2025-04-01 11:17:00,11377.05,11401.542500000001,False
2025-04-01 11:18:00,11373.1,11401.542500000001,False
2025-04-01 11:19:00,11375.55,11401.542500000001,False
2025-04-01 11:20:00,11373.75,11401.542500000001,False
2025-04-01 11:21:00,11377.0,11401.542500000001,False
2025-04-01 11:22:00,11371.7,11401.542500000001,False
2025-04-01 11:23:00,11378.15,11401.542500000001,False
2025-04-01 11:24:00,11372.0,11401.542500000001,False
2025-04-01 11:25:00,11355.0,11401.542500000001,False
2025-04-01 11:26:00,11350.55,11401.542500000001,False
2025-04-01 11:27:00,11349.85,11401.542500000001,False
2025-04-01 11:28:00,11360.65,11401.542500000001,False
2025-04-01 11:29:00,11352.75,11401.542500000001,False
2025-04-01 11:30:00,11352.65,11401.542500000001,False
2025-04-01 11:31:00,11345.5,11401.542500000001,False
2025-04-01 11:32:00,11344.5,11401.542500000001,False
2025-04-01 11:33:00,11349.35,11401.542500000001,False
2025-04-01 11:34:00,11341.3,11401.542500000001,False
2025-04-01 11:35:00,11340.35,11401.542500000001,False
2025-04-01 11:36:00,11325.7,11401.542500000001,False
2025-04-01 11:37:00,11338.8,11401.542500000001,False
2025-04-01 11:38:00,11334.75,11401.542500000001,False
2025-04-01 11:39:00,11333.5,11401.542500000001,False
2025-04-01 11:40:00,11337.3,11401.542500000001,False
2025-04-01 11:41:00,11339.65,11401.542500000001,False
2025-04-01 11:42:00,11337.75,11401.542500000001,False
2025-04-01 11:43:00,11325.5,11401.542500000001,False
2025-04-01 11:44:00,11336.45,11401.542500000001,False
2025-04-01 11:45:00,11334.35,11401.542500000001,False
2025-04-01 11:46:00,11334.9,11401.542500000001,False
2025-04-01 11:47:00,11329.8,11401.542500000001,False
2025-04-01 11:48:00,11330.8,11401.542500000001,False
2025-04-01 11:49:00,11325.55,11401.542500000001,False
2025-04-01 11:50:00,11325.25,11401.542500000001,False
2025-04-01 11:51:00,11322.0,11401.542500000001,False
2025-04-01 11:52:00,11321.8,11401.542500000001,False
2025-04-01 11:53:00,11321.3,11401.542500000001,False
2025-04-01 11:54:00,11325.0,11401.542500000001,False
2025-04-01 11:55:00,11321.15,11401.542500000001,False
2025-04-01 11:56:00,11313.5,11401.542500000001,False
2025-04-01 11:57:00,11307.35,11401.542500000001,False
2025-04-01 11:58:00,11301.75,11401.542500000001,False
2025-04-01 11:59:00,11311.4,11401.542500000001,False
2025-04-01 12:00:00,11310.8,11401.542500000001,False
2025-04-01 12:01:00,11300.35,11401.542500000001,False
2025-04-01 12:02:00,11304.7,11401.542500000001,False
2025-04-01 12:03:00,11302.75,11401.542500000001,False
2025-04-01 12:04:00,11301.2,11401.542500000001,False
