datetime,close,supertrend
2025-07-14 10:47:00,12479.0,12524.1
2025-07-14 10:48:00,12482.0,12524.1
2025-07-14 10:49:00,12485.0,12524.1
2025-07-14 10:50:00,12485.0,12524.1
2025-07-14 10:51:00,12478.0,12524.1
2025-07-14 10:52:00,12479.0,12524.1
2025-07-14 10:53:00,12488.0,12524.1
2025-07-14 10:54:00,12486.0,12524.1
2025-07-14 10:55:00,12487.0,12524.1
2025-07-14 10:56:00,12500.0,12524.1
2025-07-14 10:57:00,12497.0,12524.1
2025-07-14 10:58:00,12496.0,12524.1
2025-07-14 10:59:00,12492.0,12524.1
2025-07-14 11:00:00,12491.0,12524.1
2025-07-14 11:01:00,12496.0,12524.1
2025-07-14 11:02:00,12496.0,12524.1
2025-07-14 11:03:00,12494.0,12524.1
2025-07-14 11:04:00,12489.0,12524.1
2025-07-14 11:05:00,12490.0,12524.1
2025-07-14 11:06:00,12488.0,12524.1
2025-07-14 11:07:00,12485.0,12524.1
2025-07-14 11:08:00,12483.0,12524.1
2025-07-14 11:09:00,12482.0,12524.1
2025-07-14 11:10:00,12483.0,12524.1
2025-07-14 11:11:00,12483.0,12524.1
2025-07-14 11:12:00,12486.0,12524.1
2025-07-14 11:13:00,12485.0,12524.1
2025-07-14 11:14:00,12487.0,12524.1
2025-07-14 11:15:00,12482.0,12524.1
2025-07-14 11:16:00,12485.0,12524.1
2025-07-14 11:17:00,12486.0,12524.1
2025-07-14 11:18:00,12487.0,12524.1
2025-07-14 11:19:00,12491.0,12524.1
2025-07-14 11:20:00,12494.0,12524.1
2025-07-14 11:21:00,12491.0,12524.1
2025-07-14 11:22:00,12488.0,12524.1
2025-07-14 11:23:00,12483.0,12524.1
2025-07-14 11:24:00,12483.0,12524.1
2025-07-14 11:25:00,12485.0,12524.1
2025-07-14 11:26:00,12486.0,12524.1
2025-07-14 11:27:00,12486.0,12524.1
2025-07-14 11:28:00,12469.0,12524.1
2025-07-14 11:29:00,12477.0,12524.1
2025-07-14 11:30:00,12484.0,12524.1
2025-07-14 11:31:00,12484.0,12524.1
2025-07-14 11:32:00,12479.0,12524.1
2025-07-14 11:33:00,12483.0,12524.1
2025-07-14 11:34:00,12477.0,12524.1
2025-07-14 11:35:00,12468.0,12524.1
2025-07-14 11:36:00,12457.0,12524.1
2025-07-14 11:37:00,12453.0,12524.1
2025-07-14 11:38:00,12450.0,12524.1
2025-07-14 11:39:00,12454.0,12524.1
2025-07-14 11:40:00,12458.0,12524.1
2025-07-14 11:41:00,12470.0,12524.1
2025-07-14 11:42:00,12465.0,12524.1
2025-07-14 11:43:00,12470.0,12524.1
2025-07-14 11:44:00,12471.0,12524.1
2025-07-14 11:45:00,12466.0,12524.1
2025-07-14 11:46:00,12468.0,12524.1
2025-07-14 11:47:00,12477.0,12524.1
2025-07-14 11:48:00,12479.0,12524.1
2025-07-14 11:49:00,12479.0,12524.1
2025-07-14 11:50:00,12476.0,12524.1
2025-07-14 11:51:00,12471.0,12524.1
2025-07-14 11:52:00,12471.0,12524.1
2025-07-14 11:53:00,12468.0,12524.1
2025-07-14 11:54:00,12469.0,12524.1
2025-07-14 11:55:00,12463.0,12524.1
2025-07-14 11:56:00,12469.0,12524.1
2025-07-14 11:57:00,12463.0,12524.1
2025-07-14 11:58:00,12467.0,12524.1
2025-07-14 11:59:00,12465.0,12524.1
2025-07-14 12:00:00,12462.0,12524.1
2025-07-14 12:01:00,12460.0,12524.1
2025-07-14 12:02:00,12457.0,12524.1
2025-07-14 12:03:00,12454.0,12524.1
2025-07-14 12:04:00,12452.0,12524.1
2025-07-14 12:05:00,12452.0,12524.1
2025-07-14 12:06:00,12454.0,12524.1
2025-07-14 12:07:00,12458.0,12524.1
2025-07-14 12:08:00,12453.0,12524.1
2025-07-14 12:09:00,12461.0,12524.1
2025-07-14 12:10:00,12469.0,12524.1
2025-07-14 12:11:00,12464.0,12524.1
2025-07-14 12:12:00,12463.0,12524.1
2025-07-14 12:13:00,12460.0,12524.1
2025-07-14 12:14:00,12461.0,12524.1
2025-07-14 12:15:00,12456.0,12524.1
2025-07-14 12:16:00,12457.0,12524.1
2025-07-14 12:17:00,12456.0,12524.1
2025-07-14 12:18:00,12461.0,12524.1
2025-07-14 12:19:00,12460.0,12524.1
2025-07-14 12:20:00,12456.0,12524.1
2025-07-14 12:21:00,12452.0,12524.1
2025-07-14 12:22:00,12447.0,12524.1
2025-07-14 12:23:00,12448.0,12524.1
2025-07-14 12:24:00,12448.0,12524.1
2025-07-14 12:25:00,12446.0,12524.1
2025-07-14 12:26:00,12450.0,12524.1
2025-07-14 12:27:00,12457.0,12524.1
2025-07-14 12:28:00,12456.0,12524.1
2025-07-14 12:29:00,12457.0,12524.1
2025-07-14 12:30:00,12453.0,12524.1
2025-07-14 12:31:00,12447.0,12524.1
2025-07-14 12:32:00,12445.0,12524.1
2025-07-14 12:33:00,12447.0,12524.1
2025-07-14 12:34:00,12447.0,12524.1
2025-07-14 12:35:00,12442.0,12524.1
2025-07-14 12:36:00,12441.0,12524.1
2025-07-14 12:37:00,12443.0,12524.1
2025-07-14 12:38:00,12444.0,12524.1
2025-07-14 12:39:00,12442.0,12524.1
2025-07-14 12:40:00,12443.0,12524.1
2025-07-14 12:41:00,12443.0,12524.1
2025-07-14 12:42:00,12443.0,12524.1
2025-07-14 12:43:00,12440.0,12524.1
2025-07-14 12:44:00,12439.0,12524.1
2025-07-14 12:45:00,12442.0,12524.1
2025-07-14 12:46:00,12437.0,12524.1
2025-07-14 12:47:00,12436.0,12524.1
2025-07-14 12:48:00,12431.0,12524.1
2025-07-14 12:49:00,12438.0,12524.1
2025-07-14 12:50:00,12437.0,12524.1
2025-07-14 12:51:00,12438.0,12524.1
2025-07-14 12:52:00,12438.0,12524.1
2025-07-14 12:53:00,12434.0,12524.1
2025-07-14 12:54:00,12435.0,12524.1
2025-07-14 12:55:00,12440.0,12524.1
2025-07-14 12:56:00,12449.0,12524.1
2025-07-14 12:57:00,12448.0,12524.1
2025-07-14 12:58:00,12460.0,12524.1
2025-07-14 12:59:00,12448.0,12524.1
2025-07-14 13:00:00,12459.0,12524.1
2025-07-14 13:01:00,12456.0,12524.1
2025-07-14 13:02:00,12462.0,12524.1
2025-07-14 13:03:00,12466.0,12524.1
2025-07-14 13:04:00,12470.0,12524.1
2025-07-14 13:05:00,12460.0,12524.1
2025-07-14 13:06:00,12463.0,12524.1
2025-07-14 13:07:00,12450.0,12524.1
2025-07-14 13:08:00,12446.0,12524.1
2025-07-14 13:09:00,12445.0,12524.1
2025-07-14 13:10:00,12444.0,12524.1
2025-07-14 13:11:00,12452.0,12524.1
2025-07-14 13:12:00,12460.0,12524.1
2025-07-14 13:13:00,12458.0,12524.1
2025-07-14 13:14:00,12462.0,12524.1
2025-07-14 13:15:00,12468.0,12524.1
2025-07-14 13:16:00,12482.0,12524.1
2025-07-14 13:17:00,12481.0,12524.1
2025-07-14 13:18:00,12473.0,12524.1
2025-07-14 13:19:00,12475.0,12524.1
2025-07-14 13:20:00,12473.0,12524.1
2025-07-14 13:21:00,12473.0,12524.1
2025-07-14 13:22:00,12476.0,12524.1
2025-07-14 13:23:00,12480.0,12524.1
2025-07-14 13:24:00,12476.0,12524.1
2025-07-14 13:25:00,12476.0,12524.1
2025-07-14 13:26:00,12473.0,12524.1
2025-07-14 13:27:00,12471.0,12524.1
2025-07-14 13:28:00,12486.0,12524.1
2025-07-14 13:29:00,12489.0,12524.1
2025-07-14 13:30:00,12491.0,12524.1
2025-07-14 13:31:00,12490.0,12524.1
2025-07-14 13:32:00,12493.0,12524.1
2025-07-14 13:33:00,12492.0,12524.1
2025-07-14 13:34:00,12504.0,12524.1
2025-07-14 13:35:00,12505.0,12524.1
2025-07-14 13:36:00,12505.0,12524.1
2025-07-14 13:37:00,12508.0,12524.1
2025-07-14 13:38:00,12499.0,12524.1
2025-07-14 13:39:00,12504.0,12524.1
2025-07-14 13:40:00,12500.0,12524.1
2025-07-14 13:41:00,12501.0,12524.1
2025-07-14 13:42:00,12500.0,12524.1
2025-07-14 13:43:00,12506.0,12524.1
2025-07-14 13:44:00,12510.0,12524.1
2025-07-14 13:45:00,12510.0,12524.1
2025-07-14 13:46:00,12512.0,12524.1
2025-07-14 13:47:00,12510.0,12524.1
2025-07-14 13:48:00,12511.0,12524.1
2025-07-14 13:49:00,12506.0,12524.1
2025-07-14 13:50:00,12504.0,12524.1
2025-07-14 13:51:00,12503.0,12524.1
2025-07-14 13:52:00,12502.0,12524.1
2025-07-14 13:53:00,12503.0,12524.1
2025-07-14 13:54:00,12501.0,12524.1
2025-07-14 13:55:00,12500.0,12524.1
2025-07-14 13:56:00,12500.0,12524.1
2025-07-14 13:57:00,12500.0,12524.1
2025-07-14 13:58:00,12488.0,12524.1
2025-07-14 13:59:00,12499.0,12524.1
2025-07-14 14:00:00,12504.0,12524.1
2025-07-14 14:01:00,12502.0,12524.1
2025-07-14 14:02:00,12500.0,12524.1
2025-07-14 14:03:00,12500.0,12524.1
2025-07-14 14:04:00,12502.0,12524.1
2025-07-14 14:05:00,12510.0,12524.1
2025-07-14 14:06:00,12507.0,12524.1
2025-07-14 14:07:00,12507.0,12524.1
2025-07-14 14:08:00,12504.0,12524.1
2025-07-14 14:09:00,12503.0,12524.1
2025-07-14 14:10:00,12508.0,12524.1
2025-07-14 14:11:00,12503.0,12524.1
2025-07-14 14:12:00,12503.0,12524.1
2025-07-14 14:13:00,12506.0,12524.1
2025-07-14 14:14:00,12509.0,12524.1
2025-07-14 14:15:00,12505.0,12524.1
2025-07-14 14:16:00,12499.0,12524.1
2025-07-14 14:17:00,12500.0,12524.1
2025-07-14 14:18:00,12500.0,12524.1
2025-07-14 14:19:00,12502.0,12524.1
2025-07-14 14:20:00,12495.0,12524.1
2025-07-14 14:21:00,12495.0,12524.1
2025-07-14 14:22:00,12495.0,12524.1
2025-07-14 14:23:00,12501.0,12524.1
2025-07-14 14:24:00,12501.0,12524.1
2025-07-14 14:25:00,12507.0,12524.1
2025-07-14 14:26:00,12510.0,12524.1
2025-07-14 14:27:00,12507.0,12524.1
2025-07-14 14:28:00,12503.0,12524.1
2025-07-14 14:29:00,12507.0,12524.1
2025-07-14 14:30:00,12505.0,12524.1
2025-07-14 14:31:00,12500.0,12524.1
2025-07-14 14:32:00,12501.0,12524.1
2025-07-14 14:33:00,12509.0,12524.1
2025-07-14 14:34:00,12509.0,12524.1
2025-07-14 14:35:00,12506.0,12524.1
2025-07-14 14:36:00,12505.0,12524.1
2025-07-14 14:37:00,12508.0,12524.1
2025-07-14 14:38:00,12507.0,12524.1
2025-07-14 14:39:00,12502.0,12524.1
2025-07-14 14:40:00,12503.0,12524.1
2025-07-14 14:41:00,12503.0,12524.1
2025-07-14 14:42:00,12505.0,12524.1
2025-07-14 14:43:00,12503.0,12524.1
2025-07-14 14:44:00,12504.0,12524.1
2025-07-14 14:45:00,12508.0,12524.1
2025-07-14 14:46:00,12512.0,12524.1
2025-07-14 14:47:00,12513.0,12524.1
2025-07-14 14:48:00,12511.0,12524.1
2025-07-14 14:49:00,12510.0,12524.1
2025-07-14 14:50:00,12512.0,12524.1
2025-07-14 14:51:00,12512.0,12524.1
2025-07-14 14:52:00,12524.0,12524.1
2025-07-14 14:53:00,12522.0,12524.1
2025-07-14 14:54:00,12526.0,12524.1
2025-07-14 14:55:00,12518.0,12524.1
2025-07-14 14:56:00,12519.0,12524.1
2025-07-14 14:57:00,12520.0,12524.1
2025-07-14 14:58:00,12526.0,12524.1
2025-07-14 14:59:00,12528.0,12524.1
2025-07-14 15:00:00,12516.0,12524.1
2025-07-14 15:01:00,12514.0,12524.1
2025-07-14 15:02:00,12514.0,12524.1
2025-07-14 15:03:00,12514.0,12524.1
2025-07-14 15:04:00,12502.0,12524.1
2025-07-14 15:05:00,12504.0,12524.1
2025-07-14 15:06:00,12505.0,12524.1
2025-07-14 15:07:00,12506.0,12524.1
2025-07-14 15:08:00,12506.0,12524.1
2025-07-14 15:09:00,12503.0,12524.1
2025-07-14 15:10:00,12500.0,12524.1
2025-07-14 15:11:00,12500.0,12524.1
2025-07-14 15:12:00,12508.0,12524.1
2025-07-14 15:13:00,12512.0,12524.1
2025-07-14 15:14:00,12514.0,12524.1
2025-07-14 15:15:00,12515.0,12524.1
2025-07-14 15:16:00,12518.0,12524.1
2025-07-14 15:17:00,12519.0,12524.1
2025-07-14 15:18:00,12518.0,12524.1
2025-07-14 15:19:00,12518.0,12524.1
2025-07-14 15:20:00,12518.0,12524.1
2025-07-14 15:21:00,12523.0,12524.1
2025-07-14 15:22:00,12525.0,12524.1
2025-07-14 15:23:00,12523.0,12524.1
2025-07-14 15:24:00,12523.0,12524.1
2025-07-14 15:25:00,12522.0,12524.1
2025-07-14 15:26:00,12520.0,12524.1
2025-07-14 15:27:00,12521.0,12524.1
2025-07-14 15:28:00,12525.0,12524.1
2025-07-14 15:29:00,12534.0,12524.1
